IOCOrder,BLFamilyLatin,BLFamilyEnglish,sci_name,common_name,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-5Cat,Diet-Source,Diet-Certainty,Diet-EnteredBy,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,ForStrat-Source,ForStrat-SpecLevel,ForStrat-EnteredBy,Nocturnal,BodyMass-Value,BodyMass-Source,BodyMass-SpecLevel,BodyMass-Comment,Record-Comment
Strigiformes,Strigidae,Owls,Ketupa zeylonensis,Brown Fish-owl,30,10,20,40,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,80,20,0,0,0,0,0,Ref_5,1,Christian,1,1105,Dunning08,1,,
Strigiformes,Strigidae,Owls,Ketupa flavipes,Tawny Fish-owl,20,20,0,60,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,70,30,0,0,0,0,0,Ref_5,1,Christian,1,2315,Dunning08,1,,
Strigiformes,Strigidae,Owls,Ketupa ketupu,Buffy Fish-owl,10,10,20,60,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,90,10,0,0,0,0,0,Ref_5,1,Christian,1,1293,Dunning08,1,,
Strigiformes,Strigidae,Owls,Bubo scandiaca,Snowy Owl,10,90,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,10,90,0,0,0,0,0,Ref_5,1,Other,1,2028.76,Dunning08,1,,
Strigiformes,Strigidae,Owls,Scotopelia peli,Pel's Fishing-owl,20,0,10,70,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,10,90,0,0,0,0,0,0,Ref_5,1,Christian,1,1942.75,Dunning08,1,,
Strigiformes,Strigidae,Owls,Scotopelia ussheri,Rufous Fishing-owl,0,0,0,100,0,0,0,0,0,0,VertFishScav,Ref_5,C,Hamish,0,100,0,0,0,0,0,0,Ref_5,1,Other,1,787.18,Dunning08,1,,
Strigiformes,Strigidae,Owls,Scotopelia bouvieri,Vermiculated Fishing-owl,20,10,30,40,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,80,20,0,0,0,0,0,Ref_5,1,Christian,1,636.99,Dunning08,1,,
Strigiformes,Strigidae,Owls,Strix seloputo,Spotted Wood-owl,30,70,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,80,20,0,0,0,0,Ref_5,1,Christian,1,1011,Dunning08,1,,
Strigiformes,Strigidae,Owls,Strix ocellata,Mottled Wood-owl,10,80,10,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,80,20,0,0,0,0,Ref_5,1,Christian,1,559.09,GenAvg,0,,
Strigiformes,Strigidae,Owls,Strix leptogrammica,Brown Wood-owl,10,80,10,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,10,70,20,0,0,0,0,Ref_5,1,Christian,1,970,Dunning08,1,,
Strigiformes,Strigidae,Owls,Strix aluco,Tawny Owl,10,80,10,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,10,70,10,10,0,0,0,Ref_5,1,Christian,1,472.46,Dunning08,1,,
Strigiformes,Strigidae,Owls,Strix butleri,Hume's Owl,10,80,10,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,80,10,10,0,0,0,Ref_5,1,Christian,1,219,Dunning08,1,,
Strigiformes,Strigidae,Owls,Strix occidentalis,Spotted Owl,10,80,10,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,70,20,10,0,0,0,Ref_5,1,Christian,1,586.37,Dunning08,1,,
Strigiformes,Strigidae,Owls,Strix varia,Barred Owl,10,70,10,10,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,10,60,20,10,0,0,0,Ref_5,1,Christian,1,711.49,Dunning08,1,,
Strigiformes,Strigidae,Owls,Strix fulvescens,Fulvous Owl,20,60,20,0,0,0,0,0,0,0,VertFishScav,Ref_5,B,Hamish,0,0,70,20,10,0,0,0,Ref_5,1,Christian,1,559.09,GenAvg,0,,
Strigiformes,Strigidae,Owls,Strix hylophila,Rusty-barred Owl,30,70,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,20,10,10,60,0,0,Ref_5,1,Christian,1,345.38,Dunning08,1,,
Strigiformes,Strigidae,Owls,Strix rufipes,Rufous-legged Owl,0,100,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,0,10,40,40,10,0,Ref_5,1,Christian,1,380,Dunning08,1,,
Strigiformes,Strigidae,Owls,Strix uralensis,Ural Owl,10,90,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,80,20,0,0,0,0,Ref_5,1,Christian,1,780.56,Dunning08,1,,
Strigiformes,Strigidae,Owls,Strix davidi,Pere David's Owl,30,60,10,0,0,0,0,0,0,0,VertFishScav,Ref_5,D1,Hamish,0,0,80,20,0,0,0,0,Ref_5,1,Christian,1,559.09,GenAvg,0,,
Strigiformes,Strigidae,Owls,Strix nebulosa,Great Grey Owl,10,70,20,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,100,0,0,0,0,0,Ref_5,1,Christian,1,1061.89,Dunning08,1,,
Strigiformes,Strigidae,Owls,Strix virgata,Mottled Owl,40,30,30,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,80,20,0,0,0,0,Ref_5,1,Christian,1,283.97,Dunning08,1,,
Strigiformes,Strigidae,Owls,Strix nigrolineata,Black-and-white Owl,70,30,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,80,20,0,0,0,0,Ref_5,1,Christian,1,457.89,Dunning08,1,,
Strigiformes,Strigidae,Owls,Strix huhula,Black-banded Owl,80,0,0,0,20,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,10,10,10,70,0,0,Ref_5,1,Other,1,370,Dunning08,1,,
Strigiformes,Strigidae,Owls,Strix albitarsis,Rufous-banded Owl,50,50,0,0,0,0,0,0,0,0,Omnivore,Ref_5,C,Hamish,0,0,10,10,10,70,0,0,Ref_5,1,Other,1,559.09,GenAvg,0,,
Strigiformes,Strigidae,Owls,Strix woodfordii,African Wood-owl,60,20,20,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,70,30,0,0,0,0,Ref_5,1,Christian,1,350,Dunning08,1,,
Strigiformes,Strigidae,Owls,Jubula lettii,Maned Owl,90,0,0,0,0,0,0,0,0,10,Invertebrate,Ref_5,C,Hamish,0,0,60,20,20,0,0,0,Ref_5,1,Christian,1,183,Dunning08,1,,
Strigiformes,Strigidae,Owls,Lophostrix cristata,Crested Owl,90,0,0,0,10,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,20,30,30,20,0,0,Ref_5,1,Other,1,538.66,Dunning08,1,,
Strigiformes,Strigidae,Owls,Pulsatrix perspicillata,Spectacled Owl,10,70,20,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,40,20,20,20,0,0,Ref_5,1,Walter,1,983.55,Dunning08,1,,
Strigiformes,Strigidae,Owls,Pulsatrix koeniswaldiana,Tawny-browed Owl,30,60,0,0,10,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,20,30,30,20,0,0,Ref_5,1,Other,1,481,Dunning08,1,,
Strigiformes,Strigidae,Owls,Pulsatrix melanota,Band-bellied Owl,20,70,10,0,0,0,0,0,0,0,VertFishScav,Ref_5,D1,Hamish,0,0,30,10,10,50,0,0,Ref_5,1,Christian,1,695.5,GenAvg,0,,
Strigiformes,Strigidae,Owls,Surnia ulula,Northern Hawk Owl,0,90,0,0,10,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,80,20,0,0,0,0,Ref_5,1,Christian,1,319.9,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium passerinum,Eurasian Pygmy-owl,0,100,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,60,20,20,0,0,0,Ref_5,1,Christian,1,57.87,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium brodiei,Collared Owlet,30,40,30,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,70,10,20,0,0,0,Ref_5,1,Christian,1,59.39,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium perlatum,Pearl-spotted Owlet,60,30,10,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,70,10,20,0,0,0,Ref_5,1,Christian,1,79.24,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium californicum,Northern Pygmy Owl,40,50,10,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,90,10,0,0,0,0,Ref_5,1,Christian,1,67.5,PrimScale,1,,
Strigiformes,Strigidae,Owls,Glaucidium gnoma,Northern Pygmy-owl,60,30,10,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,90,10,0,0,0,0,Ref_5,1,Christian,1,61.25,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium jardinii,Andean Pygmy-owl,50,50,0,0,0,0,0,0,0,0,Omnivore,Ref_5,A,Hamish,0,0,70,20,10,0,0,0,Ref_5,1,Christian,1,66.9,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium bolivianum,Yungas Pygmy-owl,50,40,10,0,0,0,0,0,0,0,Omnivore,Ref_5,A,Hamish,0,0,90,10,0,0,0,0,Ref_5,1,Christian,1,62.95,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium palmarum,Colima Pygmy-owl,30,40,30,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,80,20,0,0,0,0,Ref_5,1,Christian,1,45.7,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium sanchezi,Tamaulipas Pygmy-owl,50,0,50,0,0,0,0,0,0,0,Omnivore,Ref_5,A,Hamish,0,0,100,0,0,0,0,0,Ref_5,1,Christian,1,55,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium griseiceps,Central American Pygmy-owl,40,30,30,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,80,10,10,0,0,0,Ref_5,1,Christian,1,50.58,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium parkeri,Subtropical Pygmy-owl,40,30,30,0,0,0,0,0,0,0,VertFishScav,Ref_5,C,Hamish,0,0,90,10,0,0,0,0,Ref_5,1,Christian,1,61.39,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium hardyi,Amazonian Pygmy-owl,70,0,0,0,30,0,0,0,0,0,Invertebrate,Ref_5,B,Hamish,0,0,80,10,10,0,0,0,Ref_5,1,Christian,1,58.3,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium minutissimum,Least Pygmy-owl,60,20,20,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,90,10,0,0,0,0,Ref_5,1,Christian,1,50,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium brasilianum,Ferruginous Pygmy-owl,60,20,20,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,80,10,10,0,0,0,Ref_5,1,Christian,1,75.1,PrimScale,1,,
Strigiformes,Strigidae,Owls,Glaucidium peruanum,Peruvian Pygmy-owl,50,50,0,0,0,0,0,0,0,0,Omnivore,Ref_5,A,Hamish,0,0,10,10,40,40,0,0,Ref_5,1,Christian,1,62.41,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium nanum,Austral Pygmy-owl,10,80,10,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,70,10,20,0,0,0,Ref_5,1,Christian,1,73.7,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium siju,Cuban Pygmy-owl,60,20,20,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,90,10,0,0,0,0,Ref_5,1,Christian,1,69.47,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium tephronotum,Red-chested Owlet,80,20,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,20,30,30,20,0,0,Ref_5,1,Walter,1,87.39,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium sjostedti,Sjostedt's Owlet,70,20,10,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,10,50,40,0,0,0,0,Ref_5,1,Other,1,139,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium cuculoides,Asian Barred Owlet,60,20,20,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,50,20,10,10,10,0,Ref_5,1,Christian,1,198.16,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium castanopterum,Javan Owlet,60,30,10,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,70,20,10,0,0,0,Ref_5,1,Christian,1,76.02,GenAvg,0,,
Strigiformes,Strigidae,Owls,Glaucidium radiatum,Jungle Owlet,60,20,20,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,80,10,10,0,0,0,Ref_5,1,Christian,1,101,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium castanonotum,Chestnut-backed Owlet,70,20,10,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,80,20,0,0,0,0,Ref_5,1,Christian,1,100,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium capense,African Barred Owlet,60,40,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,70,10,20,0,0,0,Ref_5,1,Christian,1,122,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium castaneum,Chestnut Owlet,50,0,0,0,50,0,0,0,0,0,Omnivore,Ref_5,A,Hamish,0,0,70,10,20,0,0,0,Ref_5,1,Christian,1,100,Dunning08,1,,
Strigiformes,Strigidae,Owls,Glaucidium albertinum,Albertine Owlet,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,C,Hamish,0,0,70,10,10,10,0,0,Ref_5,1,Other,1,73,Dunning08,1,,
Strigiformes,Strigidae,Owls,Xenoglaux loweryi,Long-whiskered Owlet,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,C,Hamish,0,0,80,20,0,0,0,0,Ref_5,1,Christian,1,48,Dunning08,1,,
Strigiformes,Strigidae,Owls,Micrathene whitneyi,Elf Owl,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,40,40,20,0,0,0,Ref_5,1,Christian,1,41,Dunning08,1,,
Strigiformes,Strigidae,Owls,Athene noctua,Little Owl,70,20,10,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,80,10,10,0,0,0,Ref_5,1,Christian,1,168.92,Dunning08,1,,
Strigiformes,Strigidae,Owls,Athene brama,Spotted Owlet,70,20,10,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,60,10,30,0,0,0,Ref_5,1,Christian,1,112,Dunning08,1,,
Strigiformes,Strigidae,Owls,Heteroglaux blewitti,Forest Owlet,30,40,30,0,0,0,0,0,0,0,VertFishScav,Ref_5,C,Hamish,0,0,70,10,20,0,0,0,Ref_5,1,Christian,1,241,Dunning08,1,,
Strigiformes,Strigidae,Owls,Athene cunicularia,Burrowing Owl,20,70,10,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,80,10,10,0,0,0,Ref_5,1,Christian,1,150.61,Dunning08,1,,
Strigiformes,Strigidae,Owls,Aegolius funereus,Boreal Owl,30,70,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,90,10,0,0,0,0,Ref_5,1,Christian,1,137.18,Dunning08,1,,
Strigiformes,Strigidae,Owls,Aegolius acadicus,Northern Saw-whet Owl,20,80,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,90,10,0,0,0,0,Ref_5,1,Christian,1,100.69,Dunning08,1,,
Strigiformes,Strigidae,Owls,Aegolius ridgwayi,Southern Saw-whet Owl,20,80,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,C,Hamish,0,0,90,10,0,0,0,0,Ref_5,1,Christian,1,80,Dunning08,1,,
Strigiformes,Strigidae,Owls,Aegolius harrisii,Buff-fronted Owl,50,50,0,0,0,0,0,0,0,0,Omnivore,Ref_5,B,Hamish,0,0,80,20,0,0,0,0,Ref_5,1,Christian,1,120,Dunning08,1,,
Strigiformes,Strigidae,Owls,Ninox rufa,Rufous Owl,30,70,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,30,30,30,10,0,0,Ref_5,1,Christian,1,931.67,Dunning08,1,,
Strigiformes,Strigidae,Owls,Ninox strenua,Powerful Owl,0,100,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,20,20,30,30,0,0,Ref_5,1,Christian,1,1345.97,Dunning08,1,,
Strigiformes,Strigidae,Owls,Ninox connivens,Barking Owl,20,80,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,20,20,20,20,20,0,Ref_5,1,Christian,1,577.99,Dunning08,1,,
Strigiformes,Strigidae,Owls,Ninox rudolfi,Sumba Boobook,70,0,0,0,30,0,0,0,0,0,Invertebrate,Ref_5,C,Hamish,0,0,20,20,20,20,20,0,Ref_5,1,Christian,1,348.96,GenAvg,0,,
Strigiformes,Strigidae,Owls,Ninox boobook,Southern Boobook,60,20,20,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,20,20,30,30,0,0,Ref_5,1,Other,1,282.19,Dunning08,1,,
Strigiformes,Strigidae,Owls,Ninox novaeseelandiae,Southern Boobook,70,20,10,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,30,20,20,20,10,0,Ref_5,1,Other,1,183.37,Dunning08,1,,
Strigiformes,Strigidae,Owls,Ninox scutulata,Brown Hawk-owl,60,20,20,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,30,0,20,20,30,0,Ref_5,1,Christian,1,191,Dunning08,1,,
Strigiformes,Strigidae,Owls,Ninox affinis,Andaman Hawk-owl,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,C,Hamish,0,0,20,20,20,20,20,0,Ref_5,1,Other,1,348.96,GenAvg,0,,
Strigiformes,Strigidae,Owls,Ninox superciliaris,White-browed Hawk-owl,60,20,20,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,90,10,0,0,0,0,Ref_5,1,Christian,1,231,Dunning08,1,,
Strigiformes,Strigidae,Owls,Ninox philippensis,Philippine Hawk-owl,50,50,0,0,0,0,0,0,0,0,Omnivore,Ref_5,A,Hamish,0,0,70,20,10,0,0,0,Ref_5,1,Christian,1,127.89,Dunning08,1,,
Strigiformes,Strigidae,Owls,Ninox ochracea,Ochre-bellied Hawk-owl,70,20,0,0,10,0,0,0,0,0,Invertebrate,Ref_5,D1,Hamish,0,0,70,20,10,0,0,0,Ref_5,1,Christian,1,348.96,GenAvg,0,,
Strigiformes,Strigidae,Owls,Ninox squamipila,Moluccan Hawk-owl,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,B,Hamish,0,0,10,10,40,40,0,0,Ref_5,1,Other,1,210,Dunning08,1,,
Strigiformes,Strigidae,Owls,Ninox natalis,Christmas Island Hawk-owl,80,10,10,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,20,20,20,20,20,0,Ref_5,1,Other,1,184,Dunning08,1,,
Strigiformes,Strigidae,Owls,Ninox theomacha,Jungle Hawk-owl,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,20,20,20,20,20,0,Ref_5,1,Other,1,125,Dunning08,1,,
Strigiformes,Strigidae,Owls,Ninox meeki,Manus Hawk-owl,70,20,0,0,10,0,0,0,0,0,Invertebrate,Ref_5,D1,Hamish,0,0,60,10,20,0,10,0,Ref_5,1,Christian,1,209,PrimScale,1,,
Strigiformes,Strigidae,Owls,Ninox punctulata,Speckled Hawk-owl,70,20,0,0,10,0,0,0,0,0,Invertebrate,Ref_5,D1,Hamish,0,0,20,20,20,20,20,0,Ref_5,1,Other,1,151,PrimScale,1,,
Strigiformes,Strigidae,Owls,Ninox variegata,Bismarck Hawk-owl,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_5,C,Hamish,0,0,20,20,20,20,20,0,Ref_5,1,Other,1,348.96,GenAvg,0,,
Strigiformes,Strigidae,Owls,Ninox odiosa,Russet Hawk-owl,50,0,0,0,50,0,0,0,0,0,Omnivore,Ref_5,A,Hamish,0,0,70,20,10,0,0,0,Ref_5,1,Christian,1,209,Dunning08,1,,
Strigiformes,Strigidae,Owls,Ninox jacquinoti,Solomons Hawk-owl,80,0,0,0,20,0,0,0,0,0,Invertebrate,Ref_5,B,Hamish,0,0,60,20,20,0,0,0,Ref_5,1,Christian,1,200.81,Dunning08,1,,
Strigiformes,Strigidae,Owls,Uroglaux dimorpha,Papuan Hawk-owl,50,50,0,0,0,0,0,0,0,0,Omnivore,Ref_5,A,Hamish,0,0,60,10,30,0,0,0,Ref_5,1,Christian,1,281,PrimScale,1,MarceloR,
Strigiformes,Strigidae,Owls,Pseudoscops grammicus,Jamaican Owl,60,20,20,0,0,0,0,0,0,0,Invertebrate,Ref_5,A,Hamish,0,0,50,20,20,10,0,0,Ref_5,1,Christian,1,335,Dunning08,1,,
Strigiformes,Strigidae,Owls,Asio stygius,Stygian Owl,10,80,10,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,10,60,10,20,0,0,0,Ref_5,1,Christian,1,565,Dunning08,1,,
Strigiformes,Strigidae,Owls,Asio otus,Long-eared Owl,0,100,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,80,10,10,0,0,0,Ref_5,1,Christian,1,296.57,Dunning08,1,,
Strigiformes,Strigidae,Owls,Asio abyssinicus,Abyssinian Owl,10,90,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,100,0,0,0,0,0,Ref_5,1,Christian,1,407,GenAvg,0,,
Strigiformes,Strigidae,Owls,Asio madagascariensis,Madagascar Owl,0,90,10,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,60,20,20,0,0,0,Ref_5,1,Other,1,407,GenAvg,0,,
Strigiformes,Strigidae,Owls,Pseudoscops clamator,Striped Owl,20,60,20,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,70,10,20,0,0,0,Ref_5,1,Christian,1,443.28,Dunning08,1,,
Strigiformes,Strigidae,Owls,Asio flammeus,Short-eared Owl,0,100,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,90,0,10,0,0,0,Ref_5,1,Christian,1,322.61,Dunning08,1,,
Strigiformes,Strigidae,Owls,Asio capensis,Marsh Owl,30,40,30,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,80,0,0,0,20,0,Ref_5,1,Other,1,334,Dunning08,1,,
Strigiformes,Strigidae,Owls,Nesasio solomonensis,Fearful Owl,0,100,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,10,10,70,10,0,0,Ref_5,1,Other,1,1155,Dunning08,1,,
Cariamiformes,Cariamidae,Seriemas,Cariama cristata,Red-legged Seriema,60,10,10,0,0,0,10,0,0,10,Invertebrate,Ref_3,A,Jennifer,0,0,60,40,0,0,0,0,Ref_3,1,Jessica,0,1400,Dunning08,1,,
Cariamiformes,Cariamidae,Seriemas,Chunga burmeisteri,Black-legged Seriema,30,30,0,0,0,0,0,0,10,30,Omnivore,Ref_3,B,Carolina,0,0,60,40,0,0,0,0,Ref_3,1,Jessica,0,1298,Dunning08,1,,
Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",Pandion haliaetus,Osprey,0,0,0,100,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,40,60,0,0,0,0,0,0,Ref_2,1,Morgane; Walter,0,1483.2,Dunning08,1,,
Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",Aviceda cuculoides,African Baza,40,10,30,20,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,33,33,33,0,0,0,Ref_2,1,Jessica,0,277,Dunning08,1,,
Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",Aviceda madagascariensis,Madagascar Baza,30,0,70,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,33,33,33,0,0,0,Ref_2,1,Jessica,0,292,GenAvg,0,,
Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",Aviceda jerdoni,Jerdon's Baza,70,0,30,0,0,0,0,0,0,0,Invertebrate,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,363,Dunning08,1,,
Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",Aviceda subcristata,Pacific Baza,40,10,40,0,0,0,10,0,0,0,Omnivore,Ref_2,A,Jennifer,0,0,0,0,30,70,0,0,Ref_2,1,Jessica,0,322.65,Dunning08,1,,
Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",Aviceda leuphotes,Black Baza,70,10,20,0,0,0,0,0,0,0,Invertebrate,Ref_2,A,Jennifer,0,0,33,33,33,0,0,0,Ref_2,1,Jessica,0,193.98,Dunning08,1,,
Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",Leptodon cayanensis,Grey-headed Kite,50,20,30,0,0,0,0,0,0,0,Omnivore,Ref_2,A,Jennifer,0,0,0,50,50,0,0,0,Ref_2,1,Jessica,0,474,Dunning08,1,,
Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",Leptodon forbesi,White-collared Kite,50,20,30,0,0,0,0,0,0,0,Omnivore,Ref_2,D1,Jennifer,0,0,0,50,50,0,0,0,Genus,0,Walter,0,577,Dunning08,1,,
Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",Chondrohierax uncinatus,Hook-billed Kite,80,0,20,0,0,0,0,0,0,0,Invertebrate,Ref_2,A,Jennifer,0,0,0,50,50,0,0,0,Ref_2,1,Jessica,0,286.07,Dunning08,1,,
Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",Henicopernis longicauda,Long-tailed Honey-buzzard,60,20,20,0,0,0,0,0,0,0,Invertebrate,Ref_2,A,Jennifer,0,0,0,0,30,70,0,0,Ref_2,1,Jessica,0,571.23,Dunning08,1,,
Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",Henicopernis infuscatus,Black Honey-buzzard,50,0,50,0,0,0,0,0,0,0,Omnivore,Ref_2,B,Jennifer,0,0,0,0,30,70,0,0,Ref_2,1,Jessica,0,730,GenAvg,0,,
Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",Pernis apivorus,European Honey-buzzard,80,10,10,0,0,0,0,0,0,0,Invertebrate,Ref_2,A,Jennifer,0,0,0,50,50,0,0,0,Ref_2,1,Jessica,0,754.37,Dunning08,1,,
Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",Pernis ptilorhyncus,Oriental Honey-buzzard,80,10,10,0,0,0,0,0,0,0,Invertebrate,Ref_2,A,Jennifer,0,0,20,40,40,0,0,0,Ref_2,1,Other,0,1141.13,Dunning08,1,,
