"","ID","start","end","country","common_name","sci_name","subject.type","toxicant.specific","toxicant.group","sample.type","group","sample.size","exposed","proportion","Age.Class","Sex","concentration.level.estimate.type","concentration..ND.for.non.detects.","Detection.limit..if.reported.","SD.of.concentration","minimum","maximum","unit.of.measure","wet.dry.weight.","sublethal.effects.assessed.","sublethal.specific","sublethal.type","Continent","BodyMass.Value","Title"
"2080",189,"1988","1999","Spain","Common Buzzard","Buteo buteo","wild","Heptachlor epoxide","organochlorine insecticides","egg(s)",NA,8,NA,1,NA,"unknown/mixed","geometric mean","11.8",NA,NA,"1","233.3","ng/g","wet","no",NA,NA,"Europe",759.1,"Persistent organochlorine contaminants in eggs of northern goshawk and Eurasian buzzard from northeastern Spain: temporal trends related to changes in the diet"
"2081",189,"1988","1999","Spain","Common Buzzard","Buteo buteo","wild","Endosulfan","organochlorine insecticides","egg(s)",NA,8,NA,0.375,NA,"unknown/mixed","geometric mean","0.8",NA,NA,"ND","1.9","ng/g","wet","no",NA,NA,"Europe",759.1,"Persistent organochlorine contaminants in eggs of northern goshawk and Eurasian buzzard from northeastern Spain: temporal trends related to changes in the diet"
"2082",189,"1988","1999","Spain","Common Buzzard","Buteo buteo","wild","HCB (Hexachlorobenzene)","organochlorine insecticides","egg(s)",NA,8,NA,1,NA,"unknown/mixed","geometric mean","15.5",NA,NA,"4.5","34.700000000000003","ng/g","wet","no",NA,NA,"Europe",759.1,"Persistent organochlorine contaminants in eggs of northern goshawk and Eurasian buzzard from northeastern Spain: temporal trends related to changes in the diet"
"2083",189,"1988","1999","Spain","Common Buzzard","Buteo buteo","wild","p,p′-DDE","organochlorine insecticides","egg(s)",NA,8,NA,1,NA,"unknown/mixed","geometric mean","113",NA,NA,"15.9","909.6","ng/g","wet","no",NA,NA,"Europe",759.1,"Persistent organochlorine contaminants in eggs of northern goshawk and Eurasian buzzard from northeastern Spain: temporal trends related to changes in the diet"
"2084",189,"1988","1999","Spain","Common Buzzard","Buteo buteo","wild","Sum of PCBs","PCBs","egg(s)",NA,8,NA,1,NA,"unknown/mixed","geometric mean","290.10000000000002",NA,NA,"132.80000000000001","1838.6","ng/g","wet","no",NA,NA,"Europe",759.1,"Persistent organochlorine contaminants in eggs of northern goshawk and Eurasian buzzard from northeastern Spain: temporal trends related to changes in the diet"
"2085",189,"1988","1999","Spain","Common Buzzard","Buteo buteo","wild","Sum of pesticides","organochlorine insecticides","egg(s)",NA,8,NA,1,NA,"unknown/mixed","geometric mean","243.9",NA,NA,"29.5","2934.5","ng/g","wet","no",NA,NA,"Europe",759.1,"Persistent organochlorine contaminants in eggs of northern goshawk and Eurasian buzzard from northeastern Spain: temporal trends related to changes in the diet"
"2086",189,"1988","1999","Spain","Common Buzzard","Buteo buteo","wild","Sum of organochlorines","organochlorine insecticides","egg(s)",NA,8,NA,1,NA,"unknown/mixed","geometric mean","617.6",NA,NA,"176.5","3266.8","ng/g","wet","no",NA,NA,"Europe",759.1,"Persistent organochlorine contaminants in eggs of northern goshawk and Eurasian buzzard from northeastern Spain: temporal trends related to changes in the diet"
"2087",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","a-HCH","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","0.1",NA,"0.14000000000000001","ND","0.64","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2088",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","a-HCH","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","0.15",NA,"0.14000000000000001","ND","0.68","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2089",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","a-HCH","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","ND",NA,"ND","ND","ND","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2090",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","Lindane","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","0.28999999999999998",NA,"0.43","ND","2.04","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2091",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","Lindane","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","0.26",NA,"0.34","ND","1.57","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2092",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","Lindane","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","0.94",NA,"0.450.80","0.17","2.1800000000000002","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2093",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","b-HCH","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","0.23",NA,"0.49","ND","2.25","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2094",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","b-HCH","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","0.08",NA,"0.17","ND","0.75","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2095",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","b-HCH","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","0.61",NA,"0.32","0.17","1.38","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2096",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","d-HCH","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","0.18",NA,"0.15","ND","0.49","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2097",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","d-HCH","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","0.63",NA,"0.82","ND","2.46","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2098",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","d-HCH","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","0.52",NA,"1.24","ND","3.91","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2099",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","Heptachlor","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","0.12",NA,"0.16","ND","0.75","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2100",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","Heptachlor","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","0.13",NA,"0.22","ND","1.45","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2101",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","Heptachlor","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","0.08",NA,"0.16","ND","0.56999999999999995","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2102",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","Heptachlor epoxide","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","0.53",NA,"0.84","0.05","4.0199999999999996","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2103",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","Heptachlor epoxide","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","2.99",NA,"3.39","ND","16.7","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2104",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","Heptachlor epoxide","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","0.22",NA,"0.36","ND","1.46","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2105",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","Aldrin","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","0.27",NA,"0.49","0.05","2.42","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2106",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","Aldrin","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","0.71",NA,"0.82","ND","4.66","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2107",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","Aldrin","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","0.63",NA,"0.47","ND","2.1800000000000002","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2108",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","Dieldrin","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","0.14000000000000001",NA,"0.26","ND","1.0900000000000001","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2109",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","Dieldrin","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","0.54",NA,"1.27","ND","8.59","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2110",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","Dieldrin","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","0.01",NA,"0.03","ND","0.16","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2111",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","Endrin","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","0.17",NA,"0.37","ND","1.72","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2112",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","Endrin","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","0.17",NA,"0.13","ND","0.5","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2113",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","Endrin","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","1.17",NA," 1.37","ND","4.1900000000000004","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2114",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","Endosulfan I","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","0.02",NA,"0.02","ND","7.0000000000000007E-2","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2115",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","Endosulfan I","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","0.11",NA,"0.15","ND","0.47","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2116",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","Endosulfan I","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","nd",NA,"ND","ND","ND","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2117",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","Endosulfan II","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","0.17",NA,"0.02","ND","1.04","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2118",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","Endosulfan II","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","0.19",NA,"0.15","ND","0.53","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2119",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","Endosulfan II","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","2.67",NA,"2.78","ND","10.8","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2120",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","p,p′-DDT","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","0.65",NA,"0.9","0.05","4.4000000000000004","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2121",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","p,p′-DDT","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","0.84",NA,"1.58","ND","10.6","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2122",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","p,p′-DDT","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","0.55000000000000004",NA,"1.05","ND","4.67","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2123",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","p,p′-DDE","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","0.12",NA,"0.2","ND","0.97","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2124",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","p,p′-DDE","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","0.39",NA,"0.35","ND","1.57","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2125",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","p,p′-DDE","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","0.21",NA,"0.28999999999999998","ND","1.07","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2126",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","p,p′-DDD","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","0.11",NA,"0.31","ND","1.45","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2127",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","p,p′-DDD","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","0.19",NA,"0.19","ND","0.73","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2128",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","p,p′-DDD","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","0.12",NA,"0.57999999999999996","ND","2.92","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2129",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","Sum of HCH","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","0.8",NA,"1.01","0.15","4.93","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2130",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","Sum of HCH","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","1.1299999999999999",NA,"71.11","ND","4.5199999999999996","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2131",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","Sum of HCH","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","2.08",NA,"1.65","0.35","6.53","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2132",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","Sum of DDT","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","0.87",NA,"1.4","0.05","6.83","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2133",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","Sum of DDT","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","1.41",NA,"1.75","ND","11.7","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2134",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","Sum of DDT","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","0.88",NA,"1.35","ND","5.17","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2135",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","Sum of Drines","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","0.59",NA,"0.87","7.0000000000000007E-2","4.1399999999999997","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2136",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","Sum of Drines","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","1.42",NA,"1.52","0.84","8.89","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2137",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","Sum of Drines","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","1.8",NA," 1.74","ND","6.01","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2138",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","Sum of Endosulfan","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","0.19",NA,"0.23","ND","1.04","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2139",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","Sum of Endosulfan","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","0.28999999999999998",NA,"0.21","ND","0.8","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2140",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","Sum of Endosulfan","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","2.66",NA,"2.79","ND","10.7","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2141",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","Sum of Heptachlor","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","0.65",NA,"0.99","0.11","4.78","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2142",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","Sum of Heptachlor","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","3.13",NA,"3.53","ND","18.2","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2143",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","Sum of Heptachlor","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","0.31",NA,"0.35","ND","1.46","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2144",190,"2011",NA,"Argentina","Southern Caracara","Caracara plancus","wild","Sum of organochlorines","organochlorine insecticides","feathers - flight (molted)",NA,21,NA,NA,"unknown",NA,"not specified","3.11",NA,"4.3899999999999997","0.56999999999999995","21.72","μg/kg","wet","no",NA,NA,"S. America",1078.62,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2145",190,"2011",NA,"Argentina","Turkey Vulture","Cathartes aura","wild","Sum of organochlorines","organochlorine insecticides","feathers - flight (molted)",NA,45,NA,NA,"unknown",NA,"not specified","7.38",NA,"5.83","0.88","26.5","μg/kg","wet","no",NA,NA,"S. America",1518.24,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2146",190,"2011",NA,"Argentina","Black Vulture","Coragyps atratus","wild","Sum of organochlorines","organochlorine insecticides","feathers - flight (molted)",NA,25,NA,NA,"unknown",NA,"not specified","7.74",NA,"6.45","0.35","25.9","μg/kg","wet","no",NA,NA,"S. America",1881.69,"Contaminants in the southern tip of South America: Analysis of organochlorine compounds in feathers of avian scavengers from Argentinean Patagonia"
"2147",191,"1999","2000","Spain","Booted Eagle","Hieraaetus pennatus","wild","Cadmium","heavy metals","feathers - flight (molted)",NA,30,NA,NA,"adult","female","not specified","18",NA,"8.5399999999999991","5.79","38.200000000000003","μg/kg","wet","no",NA,NA,"Europe",823.75,"Cadmium in feathers of adults and blood of nestlings of three raptor species from a nonpolluted Mediterranean forest, southeastern Spain"
"2148",191,"1999","2000","Spain","Common Buzzard","Buteo buteo","wild","Cadmium","heavy metals","feathers - flight (molted)",NA,9,NA,NA,"adult","female","not specified","28.1",NA,"14.7","4.2699999999999996","58.5","μg/kg","wet","no",NA,NA,"Europe",759.1,"Cadmium in feathers of adults and blood of nestlings of three raptor species from a nonpolluted Mediterranean forest, southeastern Spain"
"2149",191,"1999","2000","Spain","Northern Goshawk","Accipiter gentilis","wild","Cadmium","heavy metals","feathers - flight (molted)",NA,5,NA,NA,"adult","female","not specified","18",NA,"7.22","7.52","26.5","μg/kg","wet","no",NA,NA,"Europe",866.04,"Cadmium in feathers of adults and blood of nestlings of three raptor species from a nonpolluted Mediterranean forest, southeastern Spain"
"2150",191,"1999","2000","Spain","Booted Eagle","Hieraaetus pennatus","wild","Cadmium","heavy metals","blood",NA,37,NA,NA,"nestling","unknown/mixed","not specified","0.3",NA,"0.3","ND","1.29","μg/dl","wet","no",NA,NA,"Europe",823.75,"Cadmium in feathers of adults and blood of nestlings of three raptor species from a nonpolluted Mediterranean forest, southeastern Spain"
