"","ID","start","end","country","common_name","sci_name","subject.type","toxicant.specific","toxicant.group","sample.type","group","sample.size","exposed","proportion","Age.Class","Sex","concentration.level.estimate.type","concentration..ND.for.non.detects.","Detection.limit..if.reported.","SD.of.concentration","minimum","maximum","unit.of.measure","wet.dry.weight.","sublethal.effects.assessed.","sublethal.specific","sublethal.type","Continent","BodyMass.Value","Title"
"1228",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","S","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","17000",NA,"2100"," 14000","21000","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1229",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","P","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","9700",NA,"1700","6600","12 000","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1230",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Na","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","5200",NA,"1300","3100","7900","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1231",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Mg","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","640",NA,"220","330","970","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1232",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Ca","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","720",NA,"440","230","1300","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1233",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Fe","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","1200",NA,"1200","440","5100","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1234",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Zn","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","170",NA,"67","93","320","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1235",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Rb","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","17",NA,"7","9.1","35","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1236",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Cu","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","13",NA,"9","5.7","36","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1237",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Ni","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","13",NA,"6","2.5","24","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1238",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Hg","heavy metals","liver",NA,8,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","5.8",NA,"6.3","0.6","21","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1239",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Pb","heavy metals","liver",NA,8,8,1,"unknown/mixed","unknown/mixed","arithmetic mean","1.1000000000000001",NA,"0.6","0.48","1.3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1240",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Mn","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","8.5",NA,"4.2","1.8","16","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1241",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Sr","heavy metals","liver",NA,2,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","0.5",NA,NA,"0.5","0.6","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1242",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","As","heavy metals","liver",NA,3,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","0.27",NA,"0.29","7.0999999999999994E-2","0.68","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1243",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Cr","heavy metals","liver",NA,3,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","8.6999999999999994E-2",NA,"0.1","0.01","0.23","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1244",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","V","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","7.6999999999999999E-2",NA,"0.068","1E-3","0.23","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1245",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Y","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","2.8999999999999998E-3",NA,"0.0015","1.9E-3","3.7000000000000002E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1246",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Ag","heavy metals","liver",NA,8,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","5.6000000000000001E-2",NA,"0.076","2E-3","0.23","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1247",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Cd","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","0.15",NA,"0.12","1.4999999999999999E-2","0.41","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1248",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","In","heavy metals","liver",NA,7,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","5.0000000000000001E-3",NA,"0.0036","1E-3","0.01","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1249",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Cs","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","5.7000000000000002E-2",NA,"0.061","6.0000000000000001E-3","0.21","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1250",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","La","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","1.4E-2",NA,"0.012","2E-3","3.6999999999999998E-2","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1251",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Ce","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","2.3E-2",NA,"0.019","4.0000000000000001E-3","5.5E-2","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1252",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Pr","heavy metals","liver",NA,9,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","2.5999999999999999E-3",NA,"0.0017","8.9999999999999998E-4","4.5999999999999999E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1253",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Nd","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","8.9999999999999993E-3",NA,"0.007","2E-3","0.19","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1254",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Sm","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","1.6000000000000001E-3",NA,"8e-04","8.9999999999999998E-4","2.8999999999999998E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1255",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Eu","heavy metals","liver",NA,2,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","1E-3",NA,NA,"1E-3","1E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1256",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Gd","heavy metals","liver",NA,9,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","1.6000000000000001E-3",NA,"8e-04","8.9999999999999998E-4","2.8999999999999998E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1257",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Dy","heavy metals","liver",NA,3,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","8.9999999999999998E-4",NA,"1e-04","8.9999999999999998E-4","1E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1258",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Tl","heavy metals","liver",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","8.9999999999999993E-3",NA,"0.003","6.0000000000000001E-3","1.6E-2","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1259",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Bi","heavy metals","liver",NA,6,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","3.8999999999999998E-3",NA,"0.0027","8.9999999999999998E-4","8.5000000000000006E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1260",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Th","heavy metals","liver",NA,2,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","1E-3",NA,NA,"1E-3","1E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1261",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","U","heavy metals","liver",NA,2,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","2E-3",NA,NA,"1E-3","2E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1262",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","K","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","8800",NA,"2500","7000","15000","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1263",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","S","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","14000",NA,"1600","12000","17000","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1264",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","P","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","9500",NA,"2000","5300","13000","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1265",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Na","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","5000",NA,"1000","3500","7400","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1266",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Mg","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","750",NA,"180","450","1100","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1267",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Ca","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","880",NA,"940","300","3600","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1268",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Fe","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","1200",NA,"840","210","2900","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1269",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Zn","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","140",NA,"85","59","360","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1270",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Rb","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","15",NA,"5","6.7","26","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1271",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Cu","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","14",NA,"9","6.6","40","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1272",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Ni","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","6.5",NA,"4.7","1.2","16","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1273",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Hg","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","52",NA,"160","1.4","220","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1274",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Pb","heavy metals","kidney",NA,8,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","0.92",NA,"0.68","0.19","1.9","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1275",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Mn","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","4.5999999999999996",NA,"1.6","2.5","7.2","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1276",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Sr","heavy metals","kidney",NA,1,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","0.3",NA,NA,NA,NA,"μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1277",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","As","heavy metals","kidney",NA,4,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","7.9000000000000001E-2",NA,"0.069","5.0000000000000001E-3","0.17","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1278",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Cr","heavy metals","kidney",NA,6,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","5.8000000000000003E-2",NA,"0.077","0.01","0.23","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1279",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","V","heavy metals","kidney",NA,9,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","0.35",NA,"0.32","0.01","1.1000000000000001","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1280",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Y","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","2.0999999999999999E-3",NA,"0.0013","8.9999999999999998E-4","4.7000000000000002E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1281",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Ag","heavy metals","kidney",NA,6,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","3.6999999999999998E-2",NA,"0.044","3.0000000000000001E-3","0.13","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1282",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Cd","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","1.5",NA,"1.6","2.9000000000000001E-2","4.4000000000000004","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1283",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","In","heavy metals","kidney",NA,8,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","4.1000000000000003E-3",NA,"0.0034","8.9999999999999998E-4","9.2999999999999992E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1284",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Cs","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","5.8000000000000003E-2",NA,"0.056","5.0000000000000001E-3","0.18","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1285",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","La","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","3.0999999999999999E-3",NA,"0.0017","8.9999999999999998E-4","5.7999999999999996E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1286",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Ce","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","6.7999999999999996E-3",NA,"0.0037","2.8E-3","1.2999999999999999E-2","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1287",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Pr","heavy metals","kidney",NA,7,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","1E-3",NA,"1e-04","8.9999999999999998E-4","1E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1288",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Nd","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","2.7000000000000001E-3",NA,"0.0013","1E-3","4.0000000000000001E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1289",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Sm","heavy metals","kidney",NA,8,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","1E-3",NA,NA,"8.9999999999999998E-4","1E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1290",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Eu","heavy metals","kidney",NA,NA,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean",NA,NA,NA,NA,NA,"μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1291",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Gd","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","1.4E-3",NA,"5e-04","8.9999999999999998E-4","2E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1292",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Dy","heavy metals","kidney",NA,4,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","1E-3",NA,"1e-04","8.9999999999999998E-4","1E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1293",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Tl","heavy metals","kidney",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","3.1E-2",NA,"0.019","3.0000000000000001E-3","6.5000000000000002E-2","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1294",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Bi","heavy metals","kidney",NA,7,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","4.2999999999999997E-2",NA,"0.002","1.9E-3","8.6E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1295",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","Th","heavy metals","kidney",NA,6,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","1.8E-3",NA,"0.001","1E-3","3.0000000000000001E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1296",162,"1991","1995","Poland","White-Tailed Eagle","Haliaeetus albicilla","wild","U","heavy metals","kidney",NA,7,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","1E-3",NA,"0","1E-3","1E-3","μg/g ","dry","no","none","none","Europe",4729.27,"Metallic elements and metal poisoning among white-tailed sea eagles from the Baltic south coast"
"1297",163,"1979","1981","Spain","Spanish Imperial Eagle","Aquila adalberti","wild","Hg","heavy metals","egg(s)",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","0.23",NA,"0.247",NA,NA,"μg/g ","wet","yes","Egg shell thickness, clutch size, hatching success, reproductive success","Nesting Success","Europe",2958.03,"ORGANOCHLORINE AND HEAVY-METAL CONTAMINATION IN THE EGGS OF THE SPANISH IMPERIAL EAGLE (AQUILA (HELIACA) ADALBERTI) AND ACCOMPANYING CHANGES IN EGGSHELL MORPHOLOGY AND CHEMISTRY"
"1298",163,"1979","1981","Spain","Spanish Imperial Eagle","Aquila adalberti","wild","Pb","heavy metals","egg(s)",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","0.81799999999999995",NA,"0.393",NA,NA,"μg/g ","wet","yes","Egg shell thickness, clutch size, hatching success, reproductive success","Nesting Success","Europe",2958.03,"ORGANOCHLORINE AND HEAVY-METAL CONTAMINATION IN THE EGGS OF THE SPANISH IMPERIAL EAGLE (AQUILA (HELIACA) ADALBERTI) AND ACCOMPANYING CHANGES IN EGGSHELL MORPHOLOGY AND CHEMISTRY"
"1299",163,"1979","1981","Spain","Spanish Imperial Eagle","Aquila adalberti","wild","Cd","heavy metals","egg(s)",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","0.126",NA,"0.136",NA,NA,"μg/g ","wet","yes","Egg shell thickness, clutch size, hatching success, reproductive success","Nesting Success","Europe",2958.03,"ORGANOCHLORINE AND HEAVY-METAL CONTAMINATION IN THE EGGS OF THE SPANISH IMPERIAL EAGLE (AQUILA (HELIACA) ADALBERTI) AND ACCOMPANYING CHANGES IN EGGSHELL MORPHOLOGY AND CHEMISTRY"
"1300",163,"1979","1981","Spain","Spanish Imperial Eagle","Aquila adalberti","wild","Cu","heavy metals","egg(s)",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","1.9890000000000001",NA,"2.691",NA,NA,"μg/g ","wet","yes","Egg shell thickness, clutch size, hatching success, reproductive success","Nesting Success","Europe",2958.03,"ORGANOCHLORINE AND HEAVY-METAL CONTAMINATION IN THE EGGS OF THE SPANISH IMPERIAL EAGLE (AQUILA (HELIACA) ADALBERTI) AND ACCOMPANYING CHANGES IN EGGSHELL MORPHOLOGY AND CHEMISTRY"
"1301",163,"1979","1981","Spain","Spanish Imperial Eagle","Aquila adalberti","wild","Zn","heavy metals","egg(s)",NA,10,NA,NA,"unknown/mixed","unknown/mixed","arithmetic mean","11.927",NA,"5.704",NA,NA,"μg/g ","wet","yes","Egg shell thickness, clutch size, hatching success, reproductive success","Nesting Success","Europe",2958.03,"ORGANOCHLORINE AND HEAVY-METAL CONTAMINATION IN THE EGGS OF THE SPANISH IMPERIAL EAGLE (AQUILA (HELIACA) ADALBERTI) AND ACCOMPANYING CHANGES IN EGGSHELL MORPHOLOGY AND CHEMISTRY"
