ID,Title,study period,country,Species (English name),Species (scientific name),subject type,toxicant specific,toxicant group,sample type,group,sample size,no. exposed,"OR if given, proportion exposed",Age Class,Sex,concentration level estimate type,concentration (ND for non-detects),Detection limit (if reported),SD of concentration,minimum,maximum,unit of measure,wet/dry weight?,sublethal effects assessed?,sublethal specific,sublethal type,Notes,,
200,#N/A,2004-2007,Mexico,Aplomado Falcon,Falco femoralis,wild,Sum of all PBDEs,flame retardants,eggs,"Chihuahua, Tinaja Verde",7,NA,NA,egg,unknown/mixed,geometric mean,116,0.1-0.2 ng/g,NA,76,165,ng/g,lipid weight,yes,egg shell thickness,Fecundity,Also measured % moisture,,
200,#N/A,2004-2007,Mexico,Aplomado Falcon,Falco femoralis,wild,"p,p?-DDE",organochlorine insecticides,eggs,"Veracruz, North",4,NA,NA,egg,unknown/mixed,geometric mean,0.38,0.1-0.2 ng/g,NA,0.25,0.67,ug/g,wet,yes,egg shell thickness,Fecundity,Also measured % moisture,,
200,#N/A,2004-2007,Mexico,Aplomado Falcon,Falco femoralis,wild,Total PCBs,PCB,eggs,"Veracruz, North",4,NA,NA,egg,unknown/mixed,geometric mean,0.19,0.1-0.2 ng/g,NA,0.17,0.26,ug/g,wet,yes,egg shell thickness,Fecundity,Also measured % moisture,,
200,#N/A,2004-2007,Mexico,Aplomado Falcon,Falco femoralis,wild,Sum of all PBDEs,flame retardants,eggs,"Veracruz, North",4,NA,NA,egg,unknown/mixed,geometric mean,304,0.1-0.2 ng/g,NA,221,429,ng/g,lipid weight,yes,egg shell thickness,Fecundity,Also measured % moisture,,
200,#N/A,2004-2007,Mexico,Aplomado Falcon,Falco femoralis,wild,"p,p?-DDE",organochlorine insecticides,eggs,"Veracruz, South",5,NA,NA,egg,unknown/mixed,geometric mean,0.86,0.1-0.2 ng/g,NA,0.13,5.51,ug/g,wet,yes,egg shell thickness,Fecundity,Also measured % moisture,,
200,#N/A,2004-2007,Mexico,Aplomado Falcon,Falco femoralis,wild,Total PCBs,PCB,eggs,"Veracruz, South",5,NA,NA,egg,unknown/mixed,geometric mean,0.33,0.1-0.2 ng/g,NA,0.16,1.33,ug/g,wet,yes,egg shell thickness,Fecundity,Also measured % moisture,,
200,#N/A,2004-2007,Mexico,Aplomado Falcon,Falco femoralis,wild,Sum of all PBDEs,flame retardants,eggs,"Veracruz, South",5,NA,NA,egg,unknown/mixed,geometric mean,430,0.1-0.2 ng/g,NA,249,798,ng/g,lipid weight,yes,egg shell thickness,Fecundity,Also measured % moisture,,
201,#N/A,1996,Pakistan,Laggar Falcon,Falco jugger,wild,Cd,heavy metals,body feathers,NA,33,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.1,NA,0.05,0.02,0.32,ppm,dry,yes,parasitism,Survival,,,
201,#N/A,1996,Pakistan,Laggar Falcon,Falco jugger,wild,Pb,heavy metals,body feathers,NA,33,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,1.56,NA,1.12,0.58,5.39,ppm,dry,yes,parasitism,Survival,,,
201,#N/A,1996,Pakistan,Laggar Falcon,Falco jugger,wild,Hg,heavy metals,body feathers,NA,33,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,3.09,NA,2.35,0.46,9.82,ppm,dry,yes,parasitism,Survival,,,
201,#N/A,1996,Pakistan,Laggar Falcon,Falco jugger,wild,Co,heavy metals,body feathers,NA,30,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.86,NA,0.3,0.35,1.83,ppm,dry,yes,parasitism,Survival,,,
201,#N/A,1996,Pakistan,Laggar Falcon,Falco jugger,wild,Se,heavy metals,body feathers,NA,30,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,2.76,NA,0.82,0.95,5.2,ppm,dry,yes,parasitism,Survival,,,
201,#N/A,1996,Pakistan,Laggar Falcon,Falco jugger,wild,Zn,heavy metals,body feathers,NA,30,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,107.4,NA,19.98,70,151,ppm,dry,yes,parasitism,Survival,,,
201,#N/A,1996,Pakistan,Laggar Falcon,Falco jugger,wild,Sc,heavy metals,body feathers,NA,30,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.23,NA,0.1,0.07,0.46,ppm,dry,yes,parasitism,Survival,,,
201,#N/A,1996,Pakistan,Laggar Falcon,Falco jugger,wild,Cr,heavy metals,body feathers,NA,30,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,1.98,NA,0.58,1.18,3.37,ppm,dry,yes,parasitism,Survival,,,
201,#N/A,1996,Pakistan,Laggar Falcon,Falco jugger,wild,Cs,heavy metals,body feathers,NA,30,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.2,NA,0.06,0.08,0.35,ppm,dry,yes,parasitism,Survival,,,
201,#N/A,1996,Pakistan,Laggar Falcon,Falco jugger,wild,La,heavy metals,body feathers,NA,32,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.84,NA,0.52,0.21,2.78,ppm,dry,yes,parasitism,Survival,,,
203,#N/A,2000-2003,"Korea, South",Cinereous Vulture,Aegypius monachus,wild,Pb,heavy metals,liver,NA,20,NA,NA,immature,unknown/mixed,arithmetic mean,10.5,NA,5.4,1.3,19.7,ug/g,dry,no,none,none,All 20 vultures were carcasses; 14 of 20 had toxic levels of lead,,
203,#N/A,2000-2003,"Korea, South",Cinereous Vulture,Aegypius monachus,wild,Pb,heavy metals,kidney,NA,20,NA,NA,immature,unknown/mixed,arithmetic mean,10.6,NA,7.2,2.2,34.1,ug/g,dry,no,none,none,,,
203,#N/A,2000-2003,"Korea, South",Cinereous Vulture,Aegypius monachus,wild,Pb,heavy metals,bone,NA,20,NA,NA,immature,unknown/mixed,arithmetic mean,8.3,NA,9,1,29,ug/g,dry,no,none,none,,,
203,#N/A,2000-2003,"Korea, South",Cinereous Vulture,Aegypius monachus,wild,Cd,heavy metals,liver,NA,20,NA,NA,immature,unknown/mixed,arithmetic mean,0.6,NA,1,ND,4.6,ug/g,dry,no,none,none,,,
203,#N/A,2000-2003,"Korea, South",Cinereous Vulture,Aegypius monachus,wild,Cd,heavy metals,kidney,NA,20,NA,NA,immature,unknown/mixed,arithmetic mean,0.4,NA,0.4,ND,1.1,ug/g,dry,no,none,none,,,
203,#N/A,2000-2003,"Korea, South",Cinereous Vulture,Aegypius monachus,wild,Cd,heavy metals,bone,NA,20,NA,NA,immature,unknown/mixed,arithmetic mean,0.1,NA,0.1,ND,0.3,ug/g,dry,no,none,none,,,
203,#N/A,2000-2003,"Korea, South",Cinereous Vulture,Aegypius monachus,wild,Zn,heavy metals,liver,NA,20,NA,NA,immature,unknown/mixed,arithmetic mean,122,NA,59,49,337,ug/g,dry,no,none,none,,,
203,#N/A,2000-2003,"Korea, South",Cinereous Vulture,Aegypius monachus,wild,Zn,heavy metals,kidney,NA,20,NA,NA,immature,unknown/mixed,arithmetic mean,76,NA,39,30,177,ug/g,dry,no,none,none,,,
203,#N/A,2000-2003,"Korea, South",Cinereous Vulture,Aegypius monachus,wild,Zn,heavy metals,bone,NA,20,NA,NA,immature,unknown/mixed,arithmetic mean,118,NA,20,97,164,ug/g,dry,no,none,none,,,
203,#N/A,2000-2003,"Korea, South",Cinereous Vulture,Aegypius monachus,wild,Fe,heavy metals,liver,NA,20,NA,NA,immature,unknown/mixed,arithmetic mean,1051,NA,422,380,1715,ug/g,dry,no,none,none,,,
203,#N/A,2000-2003,"Korea, South",Cinereous Vulture,Aegypius monachus,wild,Fe,heavy metals,kidney,NA,20,NA,NA,immature,unknown/mixed,arithmetic mean,182,NA,120,60,498,ug/g,dry,no,none,none,,,
203,#N/A,2000-2003,"Korea, South",Cinereous Vulture,Aegypius monachus,wild,Fe,heavy metals,bone,NA,20,NA,NA,immature,unknown/mixed,arithmetic mean,64,NA,34,37,157,ug/g,dry,no,none,none,,,
203,#N/A,2000-2003,"Korea, South",Cinereous Vulture,Aegypius monachus,wild,Mn,heavy metals,liver,NA,20,NA,NA,immature,unknown/mixed,arithmetic mean,6.3,NA,3.2,0.6,11.8,ug/g,dry,no,none,none,,,
203,#N/A,2000-2003,"Korea, South",Cinereous Vulture,Aegypius monachus,wild,Mn,heavy metals,kidney,NA,20,NA,NA,immature,unknown/mixed,arithmetic mean,4.1,NA,4.1,0.8,17.5,ug/g,dry,no,none,none,,,
203,#N/A,2000-2003,"Korea, South",Cinereous Vulture,Aegypius monachus,wild,Mn,heavy metals,bone,NA,20,NA,NA,immature,unknown/mixed,arithmetic mean,4.6,NA,9,0.6,38.1,ug/g,dry,no,none,none,,,
203,#N/A,2000-2003,"Korea, South",Cinereous Vulture,Aegypius monachus,wild,Cu,heavy metals,liver,NA,20,NA,NA,immature,unknown/mixed,arithmetic mean,32.5,NA,17.3,7.8,74.2,ug/g,dry,no,none,none,,,
203,#N/A,2000-2003,"Korea, South",Cinereous Vulture,Aegypius monachus,wild,Cu,heavy metals,kidney,NA,20,NA,NA,immature,unknown/mixed,arithmetic mean,10.8,NA,5.2,2,18.1,ug/g,dry,no,none,none,,,
203,#N/A,2000-2003,"Korea, South",Cinereous Vulture,Aegypius monachus,wild,Cu,heavy metals,bone,NA,20,NA,NA,immature,unknown/mixed,arithmetic mean,1.2,NA,1,0.2,4,ug/g,dry,no,none,none,,,
204,#N/A,2002,Spain,Eurasian Eagle-owl,Bubo bubo,wild,Hg,heavy metals,body feathers,NA,5,NA,NA,nestling,unknown/mixed,arithmetic mean,0.12,<4 ng/g,0.08,0.04,0.22,ug/g,dry,no,none,none,,,
204,#N/A,2003,Spain,Eurasian Eagle-owl,Bubo bubo,wild,Hg,heavy metals,body feathers,NA,27,NA,NA,nestling,unknown/mixed,arithmetic mean,0.09,<4 ng/g,0.04,0.02,0.18,ug/g,dry,no,none,none,,,
205,#N/A,not reported,Spain,Common Buzzard,Buteo buteo,rehab,As,heavy metals,liver,Diurnal,44,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,5.848,<0.005,4.758,ND,71.13,ppm,dry,no,none,none,All birds are carcasses obtained from a rehab center,,
205,#N/A,not reported,Spain,Northern Goshawk,Accipiter gentilis,rehab,As,heavy metals,liver,Diurnal,3,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,1.212,<0.005,0.96,ND,3.473,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Common Kestrel,Falco tinnunculus,rehab,As,heavy metals,liver,Diurnal,3,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,5.846,<0.005,3.121,ND,17.53,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Eurasian Sparrowhawk,Accipiter nisus,rehab,As,heavy metals,liver,Diurnal,8,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,1.863,<0.005,0.987,ND,5.574,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Long-eared Owl,Asio otus,rehab,As,heavy metals,liver,Nocturnal,4,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,3.719,<0.005,4.509,ND,9.204,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Tawny Owl,Strix aluco,rehab,As,heavy metals,liver,Nocturnal,17,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,6.878,<0.005,11.257,ND,46.71,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Barn Owl,Tyto alba,rehab,As,heavy metals,liver,Nocturnal,16,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,4.766,<0.005,5.956,ND,22.07,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Little Owl,Athene noctua,rehab,As,heavy metals,liver,Nocturnal,3,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,3.11,<0.005,5.343,ND,9.28,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Common Buzzard,Buteo buteo,rehab,Cd,heavy metals,liver,Diurnal,44,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,1.392,<0.005,0.871,ND,15.91,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Northern Goshawk,Accipiter gentilis,rehab,Cd,heavy metals,liver,Diurnal,3,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,1.455,<0.005,1.267,0.144,4.072,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Common Kestrel,Falco tinnunculus,rehab,Cd,heavy metals,liver,Diurnal,3,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,1.243,<0.005,0.749,ND,3.723,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Eurasian Sparrowhawk,Accipiter nisus,rehab,Cd,heavy metals,liver,Diurnal,8,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.604,<0.005,0.566,ND,1.461,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Long-eared Owl,Asio otus,rehab,Cd,heavy metals,liver,Nocturnal,4,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,4.87,<0.005,8.947,0.156,18.28,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Tawny Owl,Strix aluco,rehab,Cd,heavy metals,liver,Nocturnal,17,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,5.516,<0.005,8.334,ND,29.24,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Barn Owl,Tyto alba,rehab,Cd,heavy metals,liver,Nocturnal,16,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,3.4,<0.005,9.844,ND,39.89,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Little Owl,Athene noctua,rehab,Cd,heavy metals,liver,Nocturnal,3,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,3.381,<0.005,5.349,ND,9.549,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Common Buzzard,Buteo buteo,rehab,Pb,heavy metals,liver,Diurnal,44,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,4.171,<0.01,3.119,ND,18.08,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Northern Goshawk,Accipiter gentilis,rehab,Pb,heavy metals,liver,Diurnal,3,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,3.922,<0.01,2.507,1.158,6.033,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Common Kestrel,Falco tinnunculus,rehab,Pb,heavy metals,liver,Diurnal,3,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,6.643,<0.01,5.247,1.303,11.79,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Eurasian Sparrowhawk,Accipiter nisus,rehab,Pb,heavy metals,liver,Diurnal,8,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,3.029,<0.01,2.914,ND,8.875,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Long-eared Owl,Asio otus,rehab,Pb,heavy metals,liver,Nocturnal,4,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,4.091,<0.01,2.558,1.306,7.02,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Tawny Owl,Strix aluco,rehab,Pb,heavy metals,liver,Nocturnal,17,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,2.751,<0.01,2.654,ND,8.221,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Barn Owl,Tyto alba,rehab,Pb,heavy metals,liver,Nocturnal,16,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,3.118,<0.01,2.212,ND,7.196,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Little Owl,Athene noctua,rehab,Pb,heavy metals,liver,Nocturnal,3,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,3.998,<0.01,0.259,3.698,4.169,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Common Buzzard,Buteo buteo,rehab,Zn,heavy metals,liver,Diurnal,44,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,297.4,<0.015,137.33,87.29,598,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Northern Goshawk,Accipiter gentilis,rehab,Zn,heavy metals,liver,Diurnal,3,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,174.7,<0.015,98.038,109.3,287.4,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Common Kestrel,Falco tinnunculus,rehab,Zn,heavy metals,liver,Diurnal,3,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,242.1,<0.015,149.72,92.33,391.8,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Eurasian Sparrowhawk,Accipiter nisus,rehab,Zn,heavy metals,liver,Diurnal,8,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,298.3,<0.015,172.81,113.9,609.8,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Long-eared Owl,Asio otus,rehab,Zn,heavy metals,liver,Nocturnal,4,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,250.7,<0.015,76.67,192.6,357.8,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Tawny Owl,Strix aluco,rehab,Zn,heavy metals,liver,Nocturnal,17,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,360.3,<0.015,150.3,94.85,639.4,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Barn Owl,Tyto alba,rehab,Zn,heavy metals,liver,Nocturnal,16,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,331.4,<0.015,347.2,65.87,1547.1,ppm,dry,no,none,none,,,
205,#N/A,not reported,Spain,Little Owl,Athene noctua,rehab,Zn,heavy metals,liver,Nocturnal,3,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,273.3,<0.015,99.26,163.4,356.3,ppm,dry,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,wild,"p,p?-DDE",organochlorine insecticides,blood,NA,9,NA,NA,adult,female,geometric mean,0.16,<0.09-<0.33; <4.0,NA,0.04,0.49,ppm,wet,no,none,none,Study animals included a mix of live animals (blood) captured in the wild and carcasses (brain and liver) obtained from rehab centers,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,wild,"p,p?-DDE",organochlorine insecticides,blood,NA,4,NA,NA,adult,male,geometric mean,0.19,<0.09-<0.33; <4.0,NA,0.09,0.35,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,rehab,"p,p?-DDE",organochlorine insecticides,brain,NA,6,NA,NA,adult,female,geometric mean,2.33,NA,NA,0.35,14,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,rehab,"p,p?-DDE",organochlorine insecticides,brain,NA,3,NA,NA,adult,male,geometric mean,4.87,NA,NA,0.64,15,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,rehab,"p,p?-DDE",organochlorine insecticides,brain,NA,1,NA,NA,adult,unknown/mixed,n=1,0.47,NA,NA,n=1,n=1,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,rehab,"p,p?-DDE",organochlorine insecticides,liver,NA,10,NA,NA,adult,female,geometric mean,6.37,NA,NA,1.5,64,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,rehab,"p,p?-DDE",organochlorine insecticides,liver,NA,7,NA,NA,adult,male,geometric mean,3.95,NA,NA,1.04,21,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,rehab,"p,p?-DDE",organochlorine insecticides,liver,NA,2,NA,NA,adult,unknown/mixed,geometric mean,1.43,NA,NA,1.2,1.72,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,wild,"p,p?-DDE",organochlorine insecticides,blood,NA,5,NA,NA,juvenile,female,geometric mean,0.05,<0.09-<0.33; <4.0,NA,0.02,0.1,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,wild,"p,p?-DDE",organochlorine insecticides,blood,NA,2,NA,NA,juvenile,male,geometric mean,0.07,<0.09-<0.33; <4.0,NA,0.04,0.13,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,rehab,"p,p?-DDE",organochlorine insecticides,liver,NA,5,NA,NA,juvenile,female,geometric mean,1.19,NA,NA,0.17,7.3,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,rehab,"p,p?-DDE",organochlorine insecticides,liver,NA,6,NA,NA,juvenile,male,geometric mean,4.05,NA,NA,1.3,23.81,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,rehab,"p,p?-DDE",organochlorine insecticides,liver,NA,1,NA,NA,juvenile,unknown/mixed,n=1,0.89,NA,NA,n=1,n=1,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,rehab,Total PCBs,PCB,brain,NA,6,NA,NA,adult,female,geometric mean,2.35,<0.56,NA,0.26,13,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,rehab,Total PCBs,PCB,brain,NA,3,NA,NA,adult,male,geometric mean,5.38,<0.56,NA,1,24,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,rehab,Total PCBs,PCB,brain,NA,1,NA,NA,adult,unknown/mixed,n=1,0.64,<0.56,NA,n=1,n=1,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,rehab,Total PCBs,PCB,liver,NA,9,NA,NA,adult,female,geometric mean,4.66,<0.24-<0.62,NA,0.86,25,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,rehab,Total PCBs,PCB,liver,NA,6,NA,NA,adult,male,geometric mean,7.36,<0.24-<0.62,NA,2.6,52,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,rehab,Total PCBs,PCB,liver,NA,1,NA,NA,adult,unknown/mixed,n=1,1.2,<0.24-<0.62,NA,n=1,n=1,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,rehab,Total PCBs,PCB,liver,NA,4,NA,NA,juvenile,female,geometric mean,0.95,<0.24-<0.62,NA,0.12,9.7,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,rehab,Total PCBs,PCB,liver,NA,6,NA,NA,juvenile,male,geometric mean,2.27,<0.24-<0.62,NA,0.31,35.3,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,rehab,Dieldrin,organochlorine insecticides,liver,NA,8,NA,NA,unknown/mixed,unknown/mixed,geometric mean,0.25,0.10-1.20,NA,NA,NA,ppm,wet,no,none,none,,,
206,#N/A,1991-1993,United States of America,Sharp-shinned Hawk,Accipiter striatus,rehab,Pb,heavy metals,liver,NA,6,NA,NA,unknown/mixed,unknown/mixed,geometric mean,0.06,0.03-0.14,NA,NA,NA,ppm,wet,no,none,none,,,
207,#N/A,not reported,Turkey,Cinereous Vulture,Aegypius monachus,wild,As,heavy metals,tail feathers/tertials,calamus (vane not reported),43,25,NA,adult,unknown/mixed,arithmetic mean,0.118,95 ug/L,0.195,ND,1.159,ug/g,dry,no,none,none,Column M is the sample size (43) minus the number of birds with ND,,
207,#N/A,not reported,Turkey,Cinereous Vulture,Aegypius monachus,wild,Cd,heavy metals,tail feathers/tertials,calamus (vane not reported),43,30,NA,adult,unknown/mixed,arithmetic mean,0.254,2 ug/L,1.589,ND,10.557,ug/g,dry,no,none,none,,,
207,#N/A,not reported,Turkey,Cinereous Vulture,Aegypius monachus,wild,Cr,heavy metals,tail feathers/tertials,calamus (vane not reported),43,25,NA,adult,unknown/mixed,arithmetic mean,2.505,65 ug/L,6.907,ND,37.243,ug/g,dry,no,none,none,,,
207,#N/A,not reported,Turkey,Cinereous Vulture,Aegypius monachus,wild,Cu,heavy metals,tail feathers/tertials,calamus (vane not reported),43,43,NA,adult,unknown/mixed,arithmetic mean,7.842,16 ug/L,3.027,0.158,13.353,ug/g,dry,no,none,none,,,
207,#N/A,not reported,Turkey,Cinereous Vulture,Aegypius monachus,wild,Hg,heavy metals,tail feathers/tertials,calamus (vane not reported),43,3,NA,adult,unknown/mixed,arithmetic mean,0.003,29.5 ug/L,0.017,ND,0.115,ug/g,dry,no,none,none,,,
207,#N/A,not reported,Turkey,Cinereous Vulture,Aegypius monachus,wild,Ni,heavy metals,tail feathers/tertials,calamus (vane not reported),43,7,NA,adult,unknown/mixed,arithmetic mean,2.021,11 ug/L,5.452,ND,23.07,ug/g,dry,no,none,none,,,
207,#N/A,not reported,Turkey,Cinereous Vulture,Aegypius monachus,wild,Pb,heavy metals,tail feathers/tertials,calamus (vane not reported),43,11,NA,adult,unknown/mixed,arithmetic mean,0.666,16 ug/L,1.488,ND,4.862,ug/g,dry,no,none,none,,,
207,#N/A,not reported,Turkey,Cinereous Vulture,Aegypius monachus,wild,Zn,heavy metals,tail feathers/tertials,calamus (vane not reported),43,43,NA,adult,unknown/mixed,arithmetic mean,78.046,2.3 ug/L,19.906,39.055,145.605,ug/g,dry,no,none,none,,,
208,#N/A,1999-2003,India,White-backed Vulture,Gyps africanus,wild,"p,p?-DDT",organochlorine insecticides,brain,Ahmedabad,2,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.02,0.001,NA,NA,NA,ug/g,wet,no,none,none,"Paper has common name of White-backed Vulture, but scientific name of Gyps bengalensis, which is the White-rumped Vulture, so unclear which species they actually studied",,
208,#N/A,1999-2003,India,White-backed Vulture,Gyps africanus,wild,"p,p?-DDT",organochlorine insecticides,muscle,Ahmedabad,2,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.1,0.001,NA,NA,NA,ug/g,wet,no,none,none,"This group had n=2, but no SD or range provided.",,
208,#N/A,1999-2003,India,White-backed Vulture,Gyps africanus,wild,"p,p?-DDT",organochlorine insecticides,liver,Ahmedabad,2,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.16,0.001,NA,NA,NA,ug/g,wet,no,none,none,,,
208,#N/A,1999-2003,India,White-backed Vulture,Gyps africanus,wild,"p,p?-DDT",organochlorine insecticides,kidney,Ahmedabad,2,NA,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.04,0.001,NA,NA,NA,ug/g,wet,no,none,none,,,
208,#N/A,1999-2003,India,White-backed Vulture,Gyps africanus,wild,"p,p?-DDT",organochlorine insecticides,muscle,Patiala,1,NA,NA,unknown/mixed,unknown/mixed,n=1,0.01,0.001,NA,n=1,n=1,ug/g,wet,no,none,none,,,
208,#N/A,1999-2003,India,White-backed Vulture,Gyps africanus,wild,"p,p?-DDT",organochlorine insecticides,kidney,Patiala,1,NA,NA,unknown/mixed,unknown/mixed,n=1,0.004,0.001,NA,n=1,n=1,ug/g,wet,no,none,none,,,
208,#N/A,1999-2003,India,White-backed Vulture,Gyps africanus,wild,"p,p?-DDT",organochlorine insecticides,muscle,Mudumalai,1,NA,NA,unknown/mixed,unknown/mixed,n=1,0.003,0.001,NA,n=1,n=1,ug/g,wet,no,none,none,,,
208,#N/A,1999-2003,India,White-backed Vulture,Gyps africanus,wild,"p,p?-DDT",organochlorine insecticides,liver,Mudumalai,1,NA,NA,unknown/mixed,unknown/mixed,n=1,0.05,0.001,NA,n=1,n=1,ug/g,wet,no,none,none,,,
