ID,Title,study period,country,Species (English name),Species (scientific name),subject type,toxicant specific,toxicant group,sample type,group,sample size,no. exposed,"OR if given, proportion exposed",Age Class,Sex,concentration level estimate type,concentration (ND for non-detects),Detection limit (if reported),SD of concentration,minimum,maximum,unit of measure,wet/dry weight?,sublethal effects assessed?,sublethal specific,sublethal type,Notes,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,Total PCBs,PCB,egg(s),1994,1,NA,NA,egg,unknown/mixed,not specified,15027,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,Total PCBs,PCB,egg(s),1994,1,NA,NA,egg,unknown/mixed,not specified,7147,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,Total PCBs,PCB,egg(s),1998,1,NA,NA,egg,unknown/mixed,not specified,8247,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,Total PCBs,PCB,egg(s),1999,1,NA,NA,egg,unknown/mixed,not specified,5467,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,Total PCBs,PCB,egg(s),2000,1,NA,NA,egg,unknown/mixed,not specified,5979,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,Total PCBs,PCB,egg(s),1998,1,NA,NA,egg,unknown/mixed,not specified,942,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,Total PCBs,PCB,egg(s),1999,1,NA,NA,egg,unknown/mixed,not specified,999,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,Total PCBs,PCB,egg(s),1998,1,NA,NA,egg,unknown/mixed,not specified,8062,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,Total PCBs,PCB,egg(s),2000,1,NA,NA,egg,unknown/mixed,not specified,1694,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,DDT,organochlorine insecticides,egg(s),1994,1,NA,NA,egg,unknown/mixed,not specified,33,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,DDT,organochlorine insecticides,egg(s),1994,1,NA,NA,egg,unknown/mixed,not specified,27,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,DDT,organochlorine insecticides,egg(s),1998,1,NA,NA,egg,unknown/mixed,not specified,21,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,DDT,organochlorine insecticides,egg(s),1999,1,NA,NA,egg,unknown/mixed,not specified,16,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,DDT,organochlorine insecticides,egg(s),2000,1,NA,NA,egg,unknown/mixed,not specified,50,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,DDT,organochlorine insecticides,egg(s),1998,1,NA,NA,egg,unknown/mixed,not specified,9,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,DDT,organochlorine insecticides,egg(s),1999,1,NA,NA,egg,unknown/mixed,not specified,10,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,DDT,organochlorine insecticides,egg(s),1998,1,NA,NA,egg,unknown/mixed,not specified,15,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,DDT,organochlorine insecticides,egg(s),2000,1,NA,NA,egg,unknown/mixed,not specified,9,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,DDE,organochlorine insecticides,egg(s),1994,1,NA,NA,egg,unknown/mixed,not specified,891,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,DDE,organochlorine insecticides,egg(s),1994,1,NA,NA,egg,unknown/mixed,not specified,690,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,DDE,organochlorine insecticides,egg(s),1998,1,NA,NA,egg,unknown/mixed,not specified,1016,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,DDE,organochlorine insecticides,egg(s),1999,1,NA,NA,egg,unknown/mixed,not specified,605,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,DDE,organochlorine insecticides,egg(s),2000,1,NA,NA,egg,unknown/mixed,not specified,884,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,DDE,organochlorine insecticides,egg(s),1998,1,NA,NA,egg,unknown/mixed,not specified,57,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,DDE,organochlorine insecticides,egg(s),1999,1,NA,NA,egg,unknown/mixed,not specified,59,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,DDE,organochlorine insecticides,egg(s),1998,1,NA,NA,egg,unknown/mixed,not specified,306,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Osprey,Pandion haliaetus,wild,DDE,organochlorine insecticides,egg(s),2000,1,NA,NA,egg,unknown/mixed,not specified,183,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Red Kite,Milvus milvus,wild,Total PCBs,PCB,egg(s),1994,1,NA,NA,egg,unknown/mixed,not specified,1005,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Red Kite,Milvus milvus,wild,Total PCBs,PCB,egg(s),1994,1,NA,NA,egg,unknown/mixed,not specified,11223,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Red Kite,Milvus milvus,wild,Total PCBs,PCB,egg(s),1994,1,NA,NA,egg,unknown/mixed,not specified,7822,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Red Kite,Milvus milvus,wild,Total PCBs,PCB,egg(s),1995,1,NA,NA,egg,unknown/mixed,not specified,1282,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Red Kite,Milvus milvus,wild,Total PCBs,PCB,egg(s),1995,1,NA,NA,egg,unknown/mixed,not specified,2557,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Red Kite,Milvus milvus,wild,DDT,organochlorine insecticides,egg(s),1994,1,NA,NA,egg,unknown/mixed,not specified,10,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Red Kite,Milvus milvus,wild,DDT,organochlorine insecticides,egg(s),1994,1,NA,NA,egg,unknown/mixed,not specified,20,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Red Kite,Milvus milvus,wild,DDT,organochlorine insecticides,egg(s),1994,1,NA,NA,egg,unknown/mixed,not specified,19,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Red Kite,Milvus milvus,wild,DDT,organochlorine insecticides,egg(s),1995,1,NA,NA,egg,unknown/mixed,not specified,13,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Red Kite,Milvus milvus,wild,DDT,organochlorine insecticides,egg(s),1995,1,NA,NA,egg,unknown/mixed,not specified,15,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Red Kite,Milvus milvus,wild,DDE,organochlorine insecticides,egg(s),1994,1,NA,NA,egg,unknown/mixed,not specified,1972,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Red Kite,Milvus milvus,wild,DDE,organochlorine insecticides,egg(s),1994,1,NA,NA,egg,unknown/mixed,not specified,2071,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Red Kite,Milvus milvus,wild,DDE,organochlorine insecticides,egg(s),1994,1,NA,NA,egg,unknown/mixed,not specified,1562,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Red Kite,Milvus milvus,wild,DDE,organochlorine insecticides,egg(s),1995,1,NA,NA,egg,unknown/mixed,not specified,882,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
174,#N/A,1994-2000,Spain,Red Kite,Milvus milvus,wild,DDE,organochlorine insecticides,egg(s),1995,1,NA,NA,egg,unknown/mixed,not specified,1384,NA,NA,NA,NA,ng/g,wet,no,none,none,,,
175,#N/A,1991-1994,Canada,Peregrine Falcon,Falco peregrinus,wild,Total PCBs,PCB,blood,NA,79,NA,NA,nestling,unknown/mixed,geometric mean,0.12,0.1mg/kg,NA,0,2.59,mg/kg,wet,yes,egg shell thickness,Fecundity,,,
175,#N/A,1991-1994,Canada,Peregrine Falcon,Falco peregrinus,wild,DDE,organochlorine insecticides,blood,NA,79,NA,NA,nestling,unknown/mixed,geometric mean,0.06,0.20 mg/kg,NA,0,2.7,mg/kg,wet,yes,egg shell thickness,Fecundity,,,
175,#N/A,1991-1994,Canada,Peregrine Falcon,Falco peregrinus,wild,Total PCBs,PCB,blood,NA,26,NA,NA,adult,male,geometric mean,0.15,0.1mg/kg,NA,0,3.27,mg/kg,wet,yes,egg shell thickness,Fecundity,,,
175,#N/A,1991-1994,Canada,Peregrine Falcon,Falco peregrinus,wild,heptachlor epoxide (trans),organochlorine insecticides,blood,NA,26,NA,NA,adult,male,geometric mean,0.02,0.20 mg/kg,NA,0,0.2,mg/kg,wet,yes,egg shell thickness,Fecundity,,,
175,#N/A,1991-1994,Canada,Peregrine Falcon,Falco peregrinus,wild,DDE,organochlorine insecticides,blood,NA,26,NA,NA,adult,male,geometric mean,0.31,0.20 mg/kg,NA,0,1.95,mg/kg,wet,yes,egg shell thickness,Fecundity,,,
175,#N/A,1991-1994,Canada,Peregrine Falcon,Falco peregrinus,wild,Dieldrin,organochlorine insecticides,blood,NA,26,NA,NA,adult,male,geometric mean,0.03,0.20 mg/kg,NA,0.05,0.3,mg/kg,wet,yes,egg shell thickness,Fecundity,,,
175,#N/A,1991-1994,Canada,Peregrine Falcon,Falco peregrinus,wild,mirex,organochlorine insecticides,blood,NA,26,NA,NA,adult,male,geometric mean,0.02,0.20 mg/kg,NA,0,0.34,mg/kg,wet,yes,egg shell thickness,Fecundity,,,
175,#N/A,1991-1994,Canada,Peregrine Falcon,Falco peregrinus,wild,Total PCBs,PCB,blood,NA,34,NA,NA,adult,female,geometric mean,0.87,0.1mg/kg,NA,0,6.82,mg/kg,wet,yes,egg shell thickness,Fecundity,,,
175,#N/A,1991-1994,Canada,Peregrine Falcon,Falco peregrinus,wild,oxychlordane,organochlorine insecticides,blood,NA,34,NA,NA,adult,female,geometric mean,0.02,0.20 mg/kg,NA,0,0.14,mg/kg,wet,yes,egg shell thickness,Fecundity,,,
175,#N/A,1991-1994,Canada,Peregrine Falcon,Falco peregrinus,wild,heptachlor epoxide (trans),organochlorine insecticides,blood,NA,34,NA,NA,adult,female,geometric mean,0.03,0.20 mg/kg,NA,0,0.18,mg/kg,wet,yes,egg shell thickness,Fecundity,,,
175,#N/A,1991-1994,Canada,Peregrine Falcon,Falco peregrinus,wild,DDE,organochlorine insecticides,blood,NA,34,NA,NA,adult,female,geometric mean,0.63,0.20 mg/kg,NA,0,4.23,mg/kg,wet,yes,egg shell thickness,Fecundity,,,
175,#N/A,1991-1994,Canada,Peregrine Falcon,Falco peregrinus,wild,Dieldrin,organochlorine insecticides,blood,NA,34,NA,NA,adult,female,geometric mean,0.04,0.20 mg/kg,NA,0,0.37,mg/kg,wet,yes,egg shell thickness,Fecundity,,,
175,#N/A,1991-1994,Canada,Peregrine Falcon,Falco peregrinus,wild,mirex,organochlorine insecticides,blood,NA,34,NA,NA,adult,female,geometric mean,0.08,0.20 mg/kg,NA,0,2.14,mg/kg,wet,yes,egg shell thickness,Fecundity,,,
176,#N/A,2013-2015,United States of America,Burrowing Owl,Athene cunicularia,wild,brodifacoum,anticoagulant rodenticides,liver,A,1,NA,NA,adult,unknown/mixed,not specified,0.077,NA,NA,NA,NA,mg/kg,NA,yes,hematologic,Physiological,,,
176,#N/A,2013-2015,United States of America,Burrowing Owl,Athene cunicularia,wild,brodifacoum,anticoagulant rodenticides,liver,B,1,NA,NA,adult,unknown/mixed,not specified,0.367,NA,NA,NA,NA,mg/kg,NA,yes,hematologic,Physiological,,,
176,#N/A,2013-2015,United States of America,Burrowing Owl,Athene cunicularia,wild,brodifacoum,anticoagulant rodenticides,liver,C,1,NA,NA,adult,unknown/mixed,not specified,0.282,NA,NA,NA,NA,mg/kg,NA,yes,hematologic,Physiological,,,
176,#N/A,2013-2015,United States of America,Burrowing Owl,Athene cunicularia,wild,brodifacoum,anticoagulant rodenticides,liver,D,1,NA,NA,adult,unknown/mixed,not specified,0.497,NA,NA,NA,NA,mg/kg,NA,yes,hematologic,Physiological,,,
231,#N/A,1997-2010,United States of America,Bald Eagle,Haliaeetus leucocephalus,wild,Dieldrin,organochlorine insecticides,blood plasma,2009,27,NA,NA,nestling,unknown/mixed,geometric mean,16.1,0.97 ?g/kg,NA,NA,NA,?g/kg,unclear,no,none,none,"paper also looks at other toxicans but given no values to enter, just comparisons in percentage ",,
231,#N/A,1997-2010,United States of America,Bald Eagle,Haliaeetus leucocephalus,wild,Dieldrin,organochlorine insecticides,blood plasma,2010,18,NA,NA,nestling,unknown/mixed,geometric mean,9.94,0.97 ?g/kg,NA,NA,NA,?g/kg,unclear,no,none,none,"paper also looks at other toxicans but given no values to enter, just comparisons in percentage ",,
234,#N/A,2015,United States of America,Osprey,Pandion haliaetus,wild,DDE,organochlorine insecticides,egg(s),south,9,NA,NA,egg,unknown/mixed,geometric mean,0.203,1.0 ng/g,NA,0.122,0.348,?g/g,wet,yes,Productivity & egg shell thickness,Nesting Success,,,
234,#N/A,2015,United States of America,Osprey,Pandion haliaetus,wild,DDE,organochlorine insecticides,egg(s),central,9,NA,NA,egg,unknown/mixed,geometric mean,0.687,1.0 ng/g,NA,0.417,2.401,?g/g,wet,yes,Productivity & egg shell thickness,Nesting Success,,,
234,#N/A,2015,United States of America,Osprey,Pandion haliaetus,wild,DDE,organochlorine insecticides,egg(s),north,9,NA,NA,egg,unknown/mixed,geometric mean,1.469,1.0 ng/g,NA,1.015,2.407,?g/g,wet,yes,Productivity & egg shell thickness,Nesting Success,,,
234,#N/A,2015,United States of America,Osprey,Pandion haliaetus,wild,Total PCBs,PCB,egg(s),south,9,NA,NA,egg,unknown/mixed,geometric mean,0.723,1.0 ng/g,NA,0.377,1.195,?g/g,wet,yes,Productivity & egg shell thickness,Nesting Success,,,
234,#N/A,2015,United States of America,Osprey,Pandion haliaetus,wild,Total PCBs,PCB,egg(s),central,9,NA,NA,egg,unknown/mixed,geometric mean,1.52,1.0 ng/g,NA,0.912,4.733,?g/g,wet,yes,Productivity & egg shell thickness,Nesting Success,,,
234,#N/A,2015,United States of America,Osprey,Pandion haliaetus,wild,Total PCBs,PCB,egg(s),north,9,NA,NA,egg,unknown/mixed,geometric mean,3.297,1.0 ng/g,NA,2.248,5.399,?g/g,wet,yes,Productivity & egg shell thickness,Nesting Success,,,
234,#N/A,2015,United States of America,Osprey,Pandion haliaetus,wild,Total PBDE,flame retardants,egg(s),south,9,NA,NA,egg,unknown/mixed,geometric mean,52.1,1.0 ng/g,NA,29.7,68.1,ng/g,wet,yes,Productivity & egg shell thickness,Nesting Success,,,
234,#N/A,2015,United States of America,Osprey,Pandion haliaetus,wild,Total PBDE,flame retardants,egg(s),central,9,NA,NA,egg,unknown/mixed,geometric mean,99,1.0 ng/g,NA,45.3,445,ng/g,wet,yes,Productivity & egg shell thickness,Nesting Success,,,
234,#N/A,2015,United States of America,Osprey,Pandion haliaetus,wild,Total PBDE,flame retardants,egg(s),north,9,NA,NA,egg,unknown/mixed,geometric mean,410,1.0 ng/g,NA,236.6,838.5,ng/g,wet,yes,Productivity & egg shell thickness,Nesting Success,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,Total PCBs,PCB,egg(s),individual 1,1,NA,NA,egg,unknown/mixed,not specified,3948,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,Total PCBs,PCB,egg(s),individual 2,1,NA,NA,egg,unknown/mixed,not specified,6114,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,Total PCBs,PCB,egg(s),individual 3,1,NA,NA,egg,unknown/mixed,not specified,11319,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,Total PCBs,PCB,egg(s),individual 4,1,NA,NA,egg,unknown/mixed,not specified,4616,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,Total PCBs,PCB,egg(s),individual 5,1,NA,NA,egg,unknown/mixed,not specified,2722,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,Total PCBs,PCB,egg(s),individual 6,1,NA,NA,egg,unknown/mixed,not specified,6821,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,Total PCBs,PCB,egg(s),individual 7,1,NA,NA,egg,unknown/mixed,not specified,6607,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,Total PCBs,PCB,egg(s),individual 8,1,NA,NA,egg,unknown/mixed,not specified,3521,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,Total PCBs,PCB,egg(s),individual 9,1,NA,NA,egg,unknown/mixed,not specified,5568,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,Total PCBs,PCB,egg(s),individual 10,1,NA,NA,egg,unknown/mixed,not specified,4070,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,HCB (Hexachlorobenzene),organochlorine insecticides,egg(s),individual 1,1,NA,NA,egg,unknown/mixed,not specified,32.8,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,HCB (Hexachlorobenzene),organochlorine insecticides,egg(s),individual 2,1,NA,NA,egg,unknown/mixed,not specified,15.7,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,HCB (Hexachlorobenzene),organochlorine insecticides,egg(s),individual 3,1,NA,NA,egg,unknown/mixed,not specified,27.1,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,HCB (Hexachlorobenzene),organochlorine insecticides,egg(s),individual 4,1,NA,NA,egg,unknown/mixed,not specified,18.8,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,HCB (Hexachlorobenzene),organochlorine insecticides,egg(s),individual 5,1,NA,NA,egg,unknown/mixed,not specified,19.1,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,HCB (Hexachlorobenzene),organochlorine insecticides,egg(s),individual 6,1,NA,NA,egg,unknown/mixed,not specified,60.4,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,HCB (Hexachlorobenzene),organochlorine insecticides,egg(s),individual 7,1,NA,NA,egg,unknown/mixed,not specified,35.1,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,HCB (Hexachlorobenzene),organochlorine insecticides,egg(s),individual 8,1,NA,NA,egg,unknown/mixed,not specified,18.8,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,HCB (Hexachlorobenzene),organochlorine insecticides,egg(s),individual 9,1,NA,NA,egg,unknown/mixed,not specified,25.9,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,HCB (Hexachlorobenzene),organochlorine insecticides,egg(s),individual 10,1,NA,NA,egg,unknown/mixed,not specified,30.4,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,DDE,organochlorine insecticides,egg(s),individual 1,1,NA,NA,egg,unknown/mixed,not specified,2992.1,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,DDE,organochlorine insecticides,egg(s),individual 2,1,NA,NA,egg,unknown/mixed,not specified,5228,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,DDE,organochlorine insecticides,egg(s),individual 3,1,NA,NA,egg,unknown/mixed,not specified,8685.4,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,DDE,organochlorine insecticides,egg(s),individual 4,1,NA,NA,egg,unknown/mixed,not specified,3037.6,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,DDE,organochlorine insecticides,egg(s),individual 5,1,NA,NA,egg,unknown/mixed,not specified,836,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,DDE,organochlorine insecticides,egg(s),individual 6,1,NA,NA,egg,unknown/mixed,not specified,6055.7,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,DDE,organochlorine insecticides,egg(s),individual 7,1,NA,NA,egg,unknown/mixed,not specified,4219.5,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,DDE,organochlorine insecticides,egg(s),individual 8,1,NA,NA,egg,unknown/mixed,not specified,902.1,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,DDE,organochlorine insecticides,egg(s),individual 9,1,NA,NA,egg,unknown/mixed,not specified,3931.3,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,DDE,organochlorine insecticides,egg(s),individual 10,1,NA,NA,egg,unknown/mixed,not specified,1276.5,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,DDD,organochlorine insecticides,egg(s),individual 6,1,NA,NA,egg,unknown/mixed,not specified,117.1,40,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,DDD,organochlorine insecticides,egg(s),individual 7,1,NA,NA,egg,unknown/mixed,not specified,95.1,40,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,DDT,organochlorine insecticides,egg(s),individual 6,1,NA,NA,egg,unknown/mixed,not specified,1012.6,75,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,DDT,organochlorine insecticides,egg(s),individual 7,1,NA,NA,egg,unknown/mixed,not specified,132.9,75,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Common Kestrel,Falco tinnunculus,wild,DDT,organochlorine insecticides,egg(s),individual 10,1,NA,NA,egg,unknown/mixed,not specified,87,75,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Eurasian Sparrowhawk,Accipiter nisus,wild,PCB,PCB,egg(s),individual 1,1,NA,NA,egg,unknown/mixed,not specified,443,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Eurasian Sparrowhawk,Accipiter nisus,wild,PCB,PCB,egg(s),individual 2,1,NA,NA,egg,unknown/mixed,not specified,147,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Eurasian Sparrowhawk,Accipiter nisus,wild,HCB (Hexachlorobenzene),organochlorine insecticides,egg(s),individual 1,1,NA,NA,egg,unknown/mixed,not specified,7.3,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Eurasian Sparrowhawk,Accipiter nisus,wild,HCB (Hexachlorobenzene),organochlorine insecticides,egg(s),individual 2,1,NA,NA,egg,unknown/mixed,not specified,2.1,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Eurasian Sparrowhawk,Accipiter nisus,wild,BHC,anticoagulant rodenticides,egg(s),individual 1,1,NA,NA,egg,unknown/mixed,not specified,14.5,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Eurasian Sparrowhawk,Accipiter nisus,wild,BHC,anticoagulant rodenticides,egg(s),individual 2,1,NA,NA,egg,unknown/mixed,not specified,2.7,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Eurasian Sparrowhawk,Accipiter nisus,wild,DDE,organochlorine insecticides,egg(s),individual 1,1,NA,NA,egg,unknown/mixed,not specified,1098.8,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Eurasian Sparrowhawk,Accipiter nisus,wild,DDE,organochlorine insecticides,egg(s),individual 2,1,NA,NA,egg,unknown/mixed,not specified,392.3,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
233,#N/A,1991,Italy,Eurasian Sparrowhawk,Accipiter nisus,wild,DDD,organochlorine insecticides,egg(s),individual 1,1,NA,NA,egg,unknown/mixed,not specified,31.4,NA,NA,NA,NA,?g/kg,lipid weight,no,none,none,,,
