"","ID","Title","start","end","country","common_name","sci_name","subject.type","toxicant.specific","toxicant.group","sample.type","group","sample.size","exposed","proportion","Age.Class","Sex","concentration.level.estimate.type","Detection.limit..if.reported.","SD.of.concentration","minimum","maximum","unit.of.measure","wet.dry.weight.","sublethal.effects.assessed.","sublethal.specific","sublethal.type","concentration","spcode","ctcode","Continent"
"429",137,"A first evaluation of the usef","2008",NA,"Norway","Northern Goshawk","Accipiter gentilis","wild","Chlordane","organochlorine insecticides","blood",NA,18,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"0.107","1.04","ng mL−1","wet","no",NA,NA,0.401,56,19,"Europe"
"430",137,"A first evaluation of the usef","2008",NA,"Norway","Northern Goshawk","Accipiter gentilis","wild","PBDE (polybrominated
diphenylether)","flame retardants","blood",NA,18,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"0.02","3.97","ng mL−1","wet","no",NA,NA,1.04,56,19,"Europe"
"431",137,"A first evaluation of the usef","2008",NA,"Norway","White-Tailed Eagle","Haliaeetus albicilla","wild","Total PCBs","PCBs","feathers - growing feathers in sheath"," ",5,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"14.2","95.9","ng g−1","dry","no",NA,NA,34.8,87,19,"Europe"
"432",137,"A first evaluation of the usef","2008",NA,"Norway","White-Tailed Eagle","Haliaeetus albicilla","wild","HCB (Hexachlorobenzene)","organochlorine insecticides","feathers - growing feathers in sheath",NA,5,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"0.42699999999999999","0.93500000000000005","ng g−1","dry","no",NA,NA,0.604,87,19,"Europe"
"433",137,"A first evaluation of the usef","2008",NA,"Norway","White-Tailed Eagle","Haliaeetus albicilla","wild","DDE","organochlorine insecticides","feathers - growing feathers in sheath"," ",5,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"3.15","20.8","ng g−1","dry","no",NA,NA,8.3,87,19,"Europe"
"434",137,"A first evaluation of the usef","2008",NA,"Norway","White-Tailed Eagle","Haliaeetus albicilla","wild","b-HCH","organochlorine insecticides","feathers - growing feathers in sheath"," ",5,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"0.16600000000000001","0.30499999999999999","ng g−1","dry","no",NA,NA,0.199,87,19,"Europe"
"435",137,"A first evaluation of the usef","2008",NA,"Norway","White-Tailed Eagle","Haliaeetus albicilla","wild","Chlordane","organochlorine insecticides","feathers - growing feathers in sheath"," ",5,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"ND","ND","ng g−1","dry","no",NA,NA,NA,87,19,"Europe"
"436",137,"A first evaluation of the usef","2008",NA,"Norway","White-Tailed Eagle","Haliaeetus albicilla","wild","PBDE (polybrominated
diphenylether)","flame retardants","feathers - growing feathers in sheath"," ",5,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"1.2","4.8899999999999997","ng g−1","dry","no",NA,NA,2.21,87,19,"Europe"
"437",137,"A first evaluation of the usef","2008",NA,"Norway","White-Tailed Eagle","Haliaeetus albicilla","wild","Total PCBs","PCBs","blood"," ",5,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"8.6300000000000008","65.599999999999994","ng mL−1","wet","no",NA,NA,26.6,87,19,"Europe"
"438",137,"A first evaluation of the usef","2008",NA,"Norway","White-Tailed Eagle","Haliaeetus albicilla","wild","HCB (Hexachlorobenzene)","organochlorine insecticides","blood",NA,5,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"0.5","1.1499999999999999","ng mL−1","wet","no",NA,NA,0.759,87,19,"Europe"
"439",137,"A first evaluation of the usef","2008",NA,"Norway","White-Tailed Eagle","Haliaeetus albicilla","wild","DDE","organochlorine insecticides","blood"," ",5,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"1.0900000000000001","10.9","ng mL−1","wet","no",NA,NA,5.84,87,19,"Europe"
"440",137,"A first evaluation of the usef","2008",NA,"Norway","White-Tailed Eagle","Haliaeetus albicilla","wild","b-HCH","organochlorine insecticides","blood",NA,5,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"ND","ND","ng mL−1","wet","no",NA,NA,NA,87,19,"Europe"
"441",137,"A first evaluation of the usef","2008",NA,"Norway","White-Tailed Eagle","Haliaeetus albicilla","wild","Chlordane","organochlorine insecticides","blood",NA,5,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"0.48899999999999999","3.23","ng mL−1","wet","no",NA,NA,1.34,87,19,"Europe"
"442",137,"A first evaluation of the usef","2008",NA,"Norway","White-Tailed Eagle","Haliaeetus albicilla","wild","PBDE (polybrominated
diphenylether)","flame retardants","blood",NA,5,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"0.308","3.95","ng mL−1","wet","no",NA,NA,1.47,87,19,"Europe"
"443",137,"A first evaluation of the usef","2008",NA,"Norway","Golden Eagle","Aquila chrysaetos","wild","Total PCBs","PCBs","feathers - growing feathers in sheath",NA,15,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"8.0299999999999994","91.9","ng g−1","dry","no",NA,NA,32.3,37,19,"Europe"
"444",137,"A first evaluation of the usef","2008",NA,"Norway","Golden Eagle","Aquila chrysaetos","wild","HCB (Hexachlorobenzene)","organochlorine insecticides","feathers - growing feathers in sheath",NA,15,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"0.187","1.76","ng g−1","dry","no",NA,NA,0.545,37,19,"Europe"
"445",137,"A first evaluation of the usef","2008",NA,"Norway","Golden Eagle","Aquila chrysaetos","wild","DDE","organochlorine insecticides","feathers - growing feathers in sheath"," ",15,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"2.97","114","ng g−1","dry","no",NA,NA,33.3,37,19,"Europe"
"446",137,"A first evaluation of the usef","2008",NA,"Norway","Golden Eagle","Aquila chrysaetos","wild","b-HCH","organochlorine insecticides","feathers - growing feathers in sheath"," ",15,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"0.107","1.1399999999999999","ng g−1","dry","no",NA,NA,0.286,37,19,"Europe"
"447",137,"A first evaluation of the usef","2008",NA,"Norway","Golden Eagle","Aquila chrysaetos","wild","Chlordane","organochlorine insecticides","feathers - growing feathers in sheath"," ",15,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"ND","ND","ng g−1","dry","no",NA,NA,NA,37,19,"Europe"
"448",137,"A first evaluation of the usef","2008",NA,"Norway","Golden Eagle","Aquila chrysaetos","wild","PBDE (polybrominated
diphenylether)","flame retardants","feathers - growing feathers in sheath"," ",15,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"0.53800000000000003","3.74","ng g−1","dry","no",NA,NA,1.18,37,19,"Europe"
"449",137,"A first evaluation of the usef","2008",NA,"Norway","Golden Eagle","Aquila chrysaetos","wild","Total PCBs","PCBs","blood"," ",7,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"1.77","24.9","ng mL−1","wet","no",NA,NA,11.5,37,19,"Europe"
"450",137,"A first evaluation of the usef","2008",NA,"Norway","Golden Eagle","Aquila chrysaetos","wild","HCB (Hexachlorobenzene)","organochlorine insecticides","blood",NA,7,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"0.14599999999999999","1.34","ng mL−1","wet","no",NA,NA,0.455,37,19,"Europe"
"451",137,"A first evaluation of the usef","2008",NA,"Norway","Golden Eagle","Aquila chrysaetos","wild","DDE","organochlorine insecticides","blood"," ",7,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"0.13600000000000001","67.099999999999994","ng mL−1","wet","no",NA,NA,10.8,37,19,"Europe"
"452",137,"A first evaluation of the usef","2008",NA,"Norway","Golden Eagle","Aquila chrysaetos","wild","b-HCH","organochlorine insecticides","blood",NA,7,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"ND","ND","ng mL−1","wet","no",NA,NA,NA,37,19,"Europe"
"453",137,"A first evaluation of the usef","2008",NA,"Norway","Golden Eagle","Aquila chrysaetos","wild","Chlordane","organochlorine insecticides","blood",NA,7,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"1.6E-2","0.63100000000000001","ng mL−1","wet","no",NA,NA,0.204,37,19,"Europe"
"454",137,"A first evaluation of the usef","2008",NA,"Norway","Golden Eagle","Aquila chrysaetos","wild","PBDE (polybrominated
diphenylether)","flame retardants","blood"," ",7,NA,NA,"nestling","unknown/mixed",NA,NA,NA,"5.0700000000000002E-2","1.1200000000000001","ng mL−1","wet","no",NA,NA,0.398,37,19,"Europe"
"455",138,"Historical contaminants, flame","2004","2005","Canada","Peregrine Falcon","Falco peregrinus","wild","Total PCBs","PCBs","blood"," ",34,NA,NA,"nestling","unknown/mixed","geometric mean",NA,NA,"3.25","368.21","ng/g","wet","no",NA,NA,35.16,62,4,"N. America"
"456",138,"Historical contaminants, flame","2004","2005","Canada","Peregrine Falcon","Falco peregrinus","wild","Total PBDE","flame retardants","blood"," ",34,NA,NA,"nestling","unknown/mixed","geometric mean",NA,NA,"0.87","195.79","ng/g","wet","no",NA,NA,15.38,62,4,"N. America"
"457",138,"Historical contaminants, flame","2004","2005","Canada","Peregrine Falcon","Falco peregrinus","wild","PCP (Pentachlorophenol)","organochlorine insecticides","blood"," ",34,NA,NA,"nestling","unknown/mixed","geometric mean",NA,NA,"0.46","24.44","ng/g","wet","no",NA,NA,3.16,62,4,"N. America"
"458",138,"Historical contaminants, flame","2004","2005","Canada","Peregrine Falcon","Falco peregrinus","wild","DDE","organochlorine insecticides","blood"," ",34,NA,NA,"nestling","unknown/mixed","geometric mean",NA,NA,"0.08","15.43","ng/g","wet","no",NA,NA,2.7,62,4,"N. America"
"459",138,"Historical contaminants, flame","2004","2005","Canada","Peregrine Falcon","Falco peregrinus","wild","Chlordane","organochlorine insecticides","blood"," ",34,NA,NA,"nestling","unknown/mixed","geometric mean",NA,NA,"0.19","9.84","ng/g","wet","no",NA,NA,1.37,62,4,"N. America"
"460",138,"Historical contaminants, flame","2004","2005","Canada","Peregrine Falcon","Falco peregrinus","wild","DDT","organochlorine insecticides","blood"," ",34,NA,NA,"nestling","unknown/mixed","geometric mean",NA,NA,"0.26","8.59","ng/g","wet","no",NA,NA,1.16,62,4,"N. America"
"461",138,"Historical contaminants, flame","2004","2005","Canada","Peregrine Falcon","Falco peregrinus","wild","mirex","organochlorine insecticides","blood"," ",34,NA,NA,"nestling","unknown/mixed","geometric mean",NA,NA,"7.0000000000000007E-2","2.31","ng/g","wet","no",NA,NA,0.77,62,4,"N. America"
"462",138,"Historical contaminants, flame","2004","2005","Canada","Peregrine Falcon","Falco peregrinus","wild","Heptachlor epoxide","organochlorine insecticides","blood"," ",34,NA,NA,"nestling","unknown/mixed","geometric mean",NA,NA,"0.26","3.23","ng/g","wet","no",NA,NA,0.95,62,4,"N. America"
"463",138,"Historical contaminants, flame","2004","2005","Canada","Peregrine Falcon","Falco peregrinus","wild","Hexachlorobenzene","organochlorine insecticides","blood"," ",34,NA,NA,"nestling","unknown/mixed","geometric mean",NA,NA,"0.03","0.8","ng/g","wet","no",NA,NA,0.13,62,4,"N. America"
"464",138,"Historical contaminants, flame","2004","2005","Canada","Peregrine Falcon","Falco peregrinus","wild","BDE 99","flame retardants","blood"," ",34,NA,NA,"nestling","unknown/mixed","geometric mean",NA,NA,"0.38","82.25","ng/g","wet","no",NA,NA,6.12,62,4,"N. America"
"465",138,"Historical contaminants, flame","2004","2005","Canada","Peregrine Falcon","Falco peregrinus","wild","BDE 153","flame retardants","blood"," ",34,NA,NA,"nestling","unknown/mixed","geometric mean",NA,NA,"0","39.79","ng/g","wet","no",NA,NA,2.56,62,4,"N. America"
"466",138,"Historical contaminants, flame","2004","2005","Canada","Peregrine Falcon","Falco peregrinus","wild","BDE 47","flame retardants","blood"," ",34,NA,NA,"nestling","unknown/mixed","geometric mean",NA,NA,"0.12","30.51","ng/g","wet","no",NA,NA,2.02,62,4,"N. America"
"467",138,"Historical contaminants, flame","2004","2005","Canada","Peregrine Falcon","Falco peregrinus","wild","BDE 100","flame retardants","blood"," ",34,NA,NA,"nestling","unknown/mixed","geometric mean",NA,NA,"0","20.84","ng/g","wet","no",NA,NA,1.61,62,4,"N. America"
"468",138,"Historical contaminants, flame","2004","2005","Canada","Peregrine Falcon","Falco peregrinus","wild","BDE 183","flame retardants","blood"," ",34,NA,NA,"nestling","unknown/mixed","geometric mean",NA,NA,"0","9.7100000000000009","ng/g","wet","no",NA,NA,0.9,62,4,"N. America"
"469",138,"Historical contaminants, flame","2004","2005","Canada","Peregrine Falcon","Falco peregrinus","wild","BDE 209","flame retardants","blood"," ",34,NA,NA,"nestling","unknown/mixed","geometric mean",NA,NA,"0","16.41","ng/g","wet","no",NA,NA,1.82,62,4,"N. America"
"470",138,"Historical contaminants, flame","2004","2005","Canada","Peregrine Falcon","Falco peregrinus","wild","BDE 138","flame retardants","blood"," ",34,NA,NA,"nestling","unknown/mixed","geometric mean",NA,NA,"0","2.12","ng/g","wet","no",NA,NA,0.29,62,4,"N. America"
"471",138,"Historical contaminants, flame","2004","2005","Canada","Peregrine Falcon","Falco peregrinus","wild","BDE 85","flame retardants","blood"," ",34,NA,NA,"nestling","unknown/mixed","geometric mean",NA,NA,"0","2.2400000000000002","ng/g","wet","no",NA,NA,0.48,62,4,"N. America"
"472",138,"Historical contaminants, flame","2004","2005","Canada","Peregrine Falcon","Falco peregrinus","wild","BDE 190","flame retardants","blood"," ",34,NA,NA,"nestling","unknown/mixed","geometric mean",NA,NA,"0","0.88","ng/g","wet","no",NA,NA,0.35,62,4,"N. America"
"473",138,"Historical contaminants, flame","2004","2005","Canada","Peregrine Falcon","Falco peregrinus","wild","HBCD (Hexabromocyclododecane)","flame retardants","blood"," ",34,NA,NA,"nestling","unknown/mixed","geometric mean",NA,NA,"0","0.46","ng/g","wet","no",NA,NA,0.39,62,4,"N. America"
"474",141,"Long-term trends of persistent","1982","1986","Canada","Peregrine Falcon","Falco peregrinus","wild","DDE","organochlorine insecticides","blood","Rankin Inlet, Nunavut",55,NA,NA,"adult","female","geometric mean",NA,NA,NA,"6.56","mg/kg","wet","yes","changes in occupancy","Demography",0.7,62,4,"N. America"
"475",141,"Long-term trends of persistent","1990","1998","Canada","Peregrine Falcon","Falco peregrinus","wild","DDE","organochlorine insecticides","blood","Rankin Inlet, Nunavut",55,NA,NA,"adult","female","geometric mean",NA,NA,NA,"4.45","mg/kg","wet","yes","changes in occupancy","Demography",0.31,62,4,"N. America"
"476",141,"Long-term trends of persistent","2004","2006","Canada","Peregrine Falcon","Falco peregrinus","wild","DDE","organochlorine insecticides","blood","Rankin Inlet, Nunavut",16,NA,NA,"adult","female","geometric mean",NA,NA,NA,"5.4","mg/kg","wet","yes","changes in occupancy","Demography",0.23,62,4,"N. America"
"477",141,"Long-term trends of persistent","1982","1986","Canada","Peregrine Falcon","Falco peregrinus","wild","DDE","organochlorine insecticides","blood","Rankin Inlet, Nunavut",20,NA,NA,"adult","male","geometric mean",NA,NA,NA,"8.19","mg/kg","wet","yes","changes in occupancy","Demography",0.93,62,4,"N. America"
"478",141,"Long-term trends of persistent","1990","1998","Canada","Peregrine Falcon","Falco peregrinus","wild","DDE","organochlorine insecticides","blood","Rankin Inlet, Nunavut",31,NA,NA,"adult","male","geometric mean",NA,NA,NA,"1.95","mg/kg","wet","yes","changes in occupancy","Demography",0.18,62,4,"N. America"
"479",141,"Long-term trends of persistent","2004","2006","Canada","Peregrine Falcon","Falco peregrinus","wild","DDE","organochlorine insecticides","blood","Rankin Inlet, Nunavut",9,NA,NA,"adult","male","geometric mean",NA,NA,NA,"0.33","mg/kg","wet","yes","changes in occupancy","Demography",0.05,62,4,"N. America"
"480",141,"Long-term trends of persistent","1982","1986","Canada","Peregrine Falcon","Falco peregrinus","wild","Total PCBs","PCBs","blood","Rankin Inlet, Nunavut",53,NA,NA,"adult","female","geometric mean",NA,NA,NA,"3.84","mg/kg","wet","yes","changes in occupancy","Demography",0.66,62,4,"N. America"
"481",141,"Long-term trends of persistent","1990","1998","Canada","Peregrine Falcon","Falco peregrinus","wild","Total PCBs","PCBs","blood","Rankin Inlet, Nunavut",66,NA,NA,"adult","female","geometric mean",NA,NA,NA,"13.86","mg/kg","wet","yes","changes in occupancy","Demography",0.4,62,4,"N. America"
"482",141,"Long-term trends of persistent","2004","2006","Canada","Peregrine Falcon","Falco peregrinus","wild","Total PCBs","PCBs","blood","Rankin Inlet, Nunavut",16,NA,NA,"adult","female","geometric mean",NA,NA,NA,"2.4","mg/kg","wet","yes","changes in occupancy","Demography",0.57,62,4,"N. America"
"483",141,"Long-term trends of persistent","1982","1986","Canada","Peregrine Falcon","Falco peregrinus","wild","Total PCBs","PCBs","blood","Rankin Inlet, Nunavut",17,NA,NA,"adult","male","geometric mean",NA,NA,NA,"2.5499999999999998","mg/kg","wet","yes","changes in occupancy","Demography",0.58,62,4,"N. America"
"484",141,"Long-term trends of persistent","1990","1998","Canada","Peregrine Falcon","Falco peregrinus","wild","Total PCBs","PCBs","blood","Rankin Inlet, Nunavut",31,NA,NA,"adult","male","geometric mean",NA,NA,NA,"3.27","mg/kg","wet","yes","changes in occupancy","Demography",0.01,62,4,"N. America"
"485",141,"Long-term trends of persistent","2004","2006","Canada","Peregrine Falcon","Falco peregrinus","wild","Total PCBs","PCBs","blood","Rankin Inlet, Nunavut",9,NA,NA,"adult","male","geometric mean",NA,NA,NA,"2.8","mg/kg","wet","yes","changes in occupancy","Demography",0.11,62,4,"N. America"
"486",141,"Long-term trends of persistent","1982","1986","Canada","Peregrine Falcon","Falco peregrinus","wild","Dieldrin","organochlorine insecticides","blood","Rankin Inlet, Nunavut",54,NA,NA,"adult","female","geometric mean",NA,NA,NA,"0.27","mg/kg","wet","yes","changes in occupancy","Demography",0.07,62,4,"N. America"
"487",141,"Long-term trends of persistent","1990","1998","Canada","Peregrine Falcon","Falco peregrinus","wild","Dieldrin","organochlorine insecticides","blood","Rankin Inlet, Nunavut",66,NA,NA,"adult","female","geometric mean",NA,NA,NA,"0.37","mg/kg","wet","yes","changes in occupancy","Demography",0.01,62,4,"N. America"
"488",141,"Long-term trends of persistent","2004","2006","Canada","Peregrine Falcon","Falco peregrinus","wild","Dieldrin","organochlorine insecticides","blood","Rankin Inlet, Nunavut",16,NA,NA,"adult","female","geometric mean",NA,NA,NA,"0.1","mg/kg","wet","yes","changes in occupancy","Demography",0.01,62,4,"N. America"
"489",141,"Long-term trends of persistent","1982","1986","Canada","Peregrine Falcon","Falco peregrinus","wild","Dieldrin","organochlorine insecticides","blood","Rankin Inlet, Nunavut",18,NA,NA,"adult","male","geometric mean",NA,NA,NA,"0.3","mg/kg","wet","yes","changes in occupancy","Demography",0.08,62,4,"N. America"
"490",141,"Long-term trends of persistent","1990","1998","Canada","Peregrine Falcon","Falco peregrinus","wild","Dieldrin","organochlorine insecticides","blood","Rankin Inlet, Nunavut",31,NA,NA,"adult","male","geometric mean",NA,NA,NA,"0.3","mg/kg","wet","yes","changes in occupancy","Demography",NA,62,4,"N. America"
"491",141,"Long-term trends of persistent","2004","2006","Canada","Peregrine Falcon","Falco peregrinus","wild","Dieldrin","organochlorine insecticides","blood","Rankin Inlet, Nunavut",9,NA,NA,"adult","male","geometric mean",NA,NA,NA,"0.08","mg/kg","wet","yes","changes in occupancy","Demography",NA,62,4,"N. America"
"492",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","brodifacoum","anticoagulant rodenticides","liver",NA,6,4,NA,"adult","female",NA,"50",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"493",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","brodifacoum","anticoagulant rodenticides","liver",NA,1,0,NA,"juvenile","male","n=1","50",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"494",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","brodifacoum","anticoagulant rodenticides","liver",NA,1,1,NA,"subadult","male","n=1","50",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"495",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","brodifacoum","anticoagulant rodenticides","liver",NA,1,1,NA,"adult","unknown/mixed","n=1","50",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"496",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","brodifacoum","anticoagulant rodenticides","liver",NA,1,1,NA,"adult","male","n=1","50",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"497",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","bromadiolone","anticoagulant rodenticides","liver",NA,6,2,NA,"adult","female",NA,"20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"498",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","bromadiolone","anticoagulant rodenticides","liver",NA,1,0,NA,"juvenile","male","n=1","20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"499",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","bromadiolone","anticoagulant rodenticides","liver",NA,1,0,NA,"subadult","male","n=1","20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"500",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","bromadiolone","anticoagulant rodenticides","liver",NA,1,0,NA,"adult","unknown/mixed","n=1","20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"501",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","bromadiolone","anticoagulant rodenticides","liver",NA,1,0,NA,"adult","male","n=1","> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"502",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","warfarin","anticoagulant rodenticides","liver",NA,6,0,NA,"adult","female",NA,"> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"503",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","warfarin","anticoagulant rodenticides","liver",NA,1,0,NA,"juvenile","male","n=1","> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"504",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","warfarin","anticoagulant rodenticides","liver",NA,1,0,NA,"subadult","male","n=1","> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"505",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","warfarin","anticoagulant rodenticides","liver",NA,1,0,NA,"adult","unknown/mixed","n=1","> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"506",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","warfarin","anticoagulant rodenticides","liver",NA,1,0,NA,"adult","male","n=1","> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"507",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","diphacinone","anticoagulant rodenticides","liver",NA,6,0,NA,"adult","female",NA,"> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"508",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","diphacinone","anticoagulant rodenticides","liver",NA,1,0,NA,"juvenile","male","n=1","> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"509",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","diphacinone","anticoagulant rodenticides","liver",NA,1,0,NA,"subadult","male","n=1","> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"510",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","diphacinone","anticoagulant rodenticides","liver",NA,1,0,NA,"adult","unknown/mixed","n=1","> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"511",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","diphacinone","anticoagulant rodenticides","liver",NA,1,0,NA,"adult","male","n=1","> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"512",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","chlorophacinone","anticoagulant rodenticides","liver",NA,6,0,NA,"adult","female",NA,"> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"513",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","chlorophacinone","anticoagulant rodenticides","liver",NA,1,0,NA,"juvenile","male","n=1","> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"514",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","chlorophacinone","anticoagulant rodenticides","liver",NA,1,0,NA,"subadult","male","n=1","> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"515",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","chlorophacinone","anticoagulant rodenticides","liver",NA,1,0,NA,"adult","unknown/mixed","n=1","> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"516",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","chlorophacinone","anticoagulant rodenticides","liver",NA,1,0,NA,"adult","male","n=1","> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"517",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","coumachlor","anticoagulant rodenticides","liver",NA,6,0,NA,"adult","female",NA,"> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"518",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","coumachlor","anticoagulant rodenticides","liver",NA,1,0,NA,"juvenile","male","n=1","> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"519",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","coumachlor","anticoagulant rodenticides","liver",NA,1,0,NA,"subadult","male","n=1","> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"520",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","coumachlor","anticoagulant rodenticides","liver",NA,1,0,NA,"adult","unknown/mixed","n=1","> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"521",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","coumachlor","anticoagulant rodenticides","liver",NA,1,0,NA,"adult","male","n=1","> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"522",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","difethialone","anticoagulant rodenticides","liver",NA,6,0,NA,"adult","female",NA,"> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
"523",142,"Exposure to rodenticides in No","2012","2016","United States of America","Spotted Owl","Strix occidentalis","wild","difethialone","anticoagulant rodenticides","liver",NA,1,0,NA,"juvenile","male","n=1","> = 20",NA,NA,NA,"ppb","unclear","no","none","none",NA,77,29,"N. America"
